date,industry_tone,emera_diff,blackberry_ltd_diff,barrick_gold_diff,thomson_reuters_diff,ballard_power_systems_diff,cenovus_diff,metro_diff,kinross_gold_diff,pembina_pipeline_diff,suncor_diff,magna_diff,fortis_diff,lightspeed_commerce_diff,canadian_natural_resources_ltd_diff,nutrien_ltd_diff,wheaton_precious_metals_diff,bausch_health_companies_diff,agnico_eagle_mines_ltd_diff,cameco_diff,telus_diff,constellation_software_diff,loblaw_companies_ltd_diff,imperial_oil_ltd_diff,ritchie_bros_auctioneers_diff,quebecor_diff,canopy_growth_diff,shaw_communications_diff,tc_diff,sun_life_financial_diff,enbridge_diff,canadian_national_railway_diff,canadian_pacific_railway_ltd_diff,manulife_financial_diff
2022-01-04,-0.004901960784313721,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,-0.004901960784313721,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.004593101963528796,,,,-0.0016656273167832197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.010563978862636138,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,-0.010563978862636138,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.010563978862636138,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.0025366085994802897,,,,-0.0007081228874556162,,,,,,,,0.0007974026256641733,,,,,,,,,,,,,,,,,,,,,
2022-01-11,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,0.0018951088440171868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,0.0008528660795106336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25,0.0008528660795106336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,0.0008528660795106336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,0.0008528660795106336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,0.0008528660795106336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,-0.003928100879617142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,-0.003928100879617142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-04,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-05,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-06,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-07,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-08,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-09,-0.002041409770885375,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002269023984988051,,,,,
2022-03-10,-0.00021234810723688903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,-0.00021234810723688903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,-0.00021234810723688903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,-0.00021234810723688903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,-0.00021234810723688903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
