date,industry_tone,emera_diff,blackberry_ltd_diff,barrick_gold_diff,thomson_reuters_diff,ballard_power_systems_diff,cenovus_diff,metro_diff,kinross_gold_diff,pembina_pipeline_diff,suncor_diff,magna_diff,fortis_diff,lightspeed_commerce_diff,canadian_natural_resources_ltd_diff,nutrien_ltd_diff,wheaton_precious_metals_diff,bausch_health_companies_diff,agnico_eagle_mines_ltd_diff,cameco_diff,telus_diff,constellation_software_diff,loblaw_companies_ltd_diff,imperial_oil_ltd_diff,ritchie_bros_auctioneers_diff,quebecor_diff,canopy_growth_diff,shaw_communications_diff,tc_diff,sun_life_financial_diff,enbridge_diff,canadian_national_railway_diff,canadian_pacific_railway_ltd_diff,manulife_financial_diff
2022-01-04,-0.0011716371717891273,,-0.0011940691714896106,,-0.00049211495756997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,-0.002029189474230442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2022-01-06,-0.006252018604841074,,,,0.006206863141182877,,,,,,-0.008276462300584021,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.008592339520198208,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,-0.008592339520198208,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.008592339520198208,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.00167415852515907,,,,0.0005112599210901634,,,,,,,,-6.504744865704656e-05,,,,,,,,,,,,,,,,,,,,,
2022-01-11,0.0018183238727275007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,-0.005397130860189681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,0.0017798736226785359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,0.0017798736226785359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,0.0017798736226785359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,0.0017798736226785359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,-0.00010972017881704068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,0.0010832900163732521,,,,,,,,,,,-0.0010640742594525722,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,0.0010832900163732521,,,,,,,,,,,-0.0010640742594525722,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-01-29,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-01-30,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-01-31,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-02-01,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-02-02,-0.011061349183257817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
2022-02-03,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,-0.0013663447239265151,,,,3.6212011841405337e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-10,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-11,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-12,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-13,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-14,0.0005847609529852725,,,,-0.004380349269174283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05624055007812263
2022-02-15,0.0023248961270492664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2022-02-16,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,0.0034274564482687296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,0.001780116338949286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25,-0.0002911143349570636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,-0.0002911143349570636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,-0.0002911143349570636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,-0.0002911143349570636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,-0.003928100879617142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,-0.003928100879617142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-04,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-05,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-06,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-07,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-08,-0.00048594816036676483,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
2022-03-09,-0.0026859929063828354,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016244408494905907,,,,,
2022-03-10,0.0009964938786711983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
