date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,blackstone_diff,edison_diff,lam_research_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,regeneron_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,salesforce_diff,southwest_airlines_diff,corning_diff,equifax_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,avalonbay_communities_diff,american_diff,expedia_diff,meta_platforms_diff,international_business_machines_diff,general_motors_diff,zimmer_biomet_holdings_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,bristol_myers_squibb_diff,truist_financial_diff,northrop_grumman_diff,church_and_dwight_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,altria_diff,dollar_general_diff,constellation_brands_diff,marvell_technology_diff,american_electric_power_diff,oreilly_automotive_diff,devon_diff,metlife_diff,blackrock_diff,travelers_companies_diff,intercontinental_exchange_diff,marathon_petroleum_diff,berkshire_hathaway_diff,ball_diff,comcast_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,fifth_third_bancorp_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,nucor_diff,schlumberger_diff,medtronic_diff,pfizer_diff,dupont_de_nemours_diff,electronic_arts_diff,republic_services_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,marriott_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,home_depot_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,otis_worldwide_diff,kroger_diff,exxon_mobil_diff,cheniere_diff,thermo_fisher_scientific_diff,oneok_diff,abbott_laboratories_diff,arista_networks_diff,us_bancorp_diff,dominion_diff,occidental_petroleum_diff,tyson_foods_diff,fortinet_diff,hess_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,keurig_dr_pepper_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,kinder_morgan_diff,prologis_diff,cisco_systems_diff,agilent_technologies_diff,illumina_diff,old_dominion_freight_line_diff,ross_stores_diff,boeing_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,gilead_sciences_diff,motorola_solutions_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,paypal_holdings_diff,mcdonalds_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,first_republic_bank_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,workday_diff,adobe_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,oracle_diff
2022-01-01,-0.0031953743537646902,,,,,,,,,,,,,,,,,0.0006449865408506262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009079291333903127,,,,,,,,,,,,,,,,,,,,,,,,-0.000891122094633684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,-0.008370672296661998,,,,,,,,,,,,,,,,,-0.00275202298303987,,,,,,,,,,,,,,,,-0.001703707078629239,,,,,,,,,,,,,,,,-0.001703707078629239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00996382950941575,,,,,,,0.004216886474914451,,,,-0.005952051827352435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,-0.0009362850328911889,,,,,,,0.00325656084300979,,-0.0026850452360035497,,,,,,,,-0.00039527313562184386,,,,,,0.00048341749190508544,,-0.000465950205982757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011404359908109899,,0.006642044435134214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6299647299380872e-05,,,,,,,,,-0.0003118796821688801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,-0.0015566491109877062,,,,,,,0.0006732382958503382,,0.0009107486331706904,,,,,,,,-0.0007737893885857577,,,,,,0.000463802156211054,,,,,,,,,,,,,,,,,0.0035668036852870818,,,,,,,,,,,,,,,,,,0.0022935324232536414,,,,,-0.003552320687887028,,,,,,,,,,,,,,,,,,,,,,,,0.0064530294618133765,,,,,,,,,,-0.0013390052852043331,,,,,,,,,,,,,,,,,,,,,,-0.0013113008711506768,,,,,,0.0002783655138205677,,0.0015679546462148372,,,,,,,,,,0.0006252609064678282,,,,,,,,,,,,,,,,,,,,,-0.0019021874116683418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024588512598608626,,,,,,,,,,,
2022-01-05,-0.0007352857331737539,,,,,,,-0.0001471855327452228,,,,,,,,,,-0.001029138775095452,,,,,,-2.123524454186146e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.884044810017535e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011065518194164105,,,,,,,,-0.002733359544361454,,,,,,,,,,,,,,,,,,,,-0.0010529244950498791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.001700689078657766,,,,,,,,,,,,,,,,,-0.0016336804452817847,,,,,,0.005350907394861973,,,,,,,,,,,,0.003648999416694844,,,,,,,,,,,,,,,,,,,,,,,-0.0007307614034072481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016741828381428051,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005697625380506395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.0021311766830148203,,,,,,,,,0.002569353105359484,,,,,,,,0.0005254399923981196,,,,,,,,,,,,,,,,,,,,,,,0.0025911463576302066,,,,,,,,,,,,,,,,,,-0.002552626027533674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001095055615056398,,,,,,,,-0.03374326277886859,,,,,,,,,,,,,,,,,,,,-0.002042669783364417,,4.071612843224411e-05,,,,,,,,,,,,,,,,,,0.0004714586038145122,,,,,,,,,,,,,-0.002847120176671626,,,,,,,,,,,,,-0.03374326277886859,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,0.002862872044052274,,,,,,,,,,,,,,,,,0.0004834410215968864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002206285853752828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.002664457088119107,,,,,,,,,,,,,,,,,-0.00037883488419271404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006702964638604279,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007756172829355458,,-0.0007756172829355458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.001535280844436061,,,,,,,-0.001963032316890238,,,,,,,,,,-0.0014266840172147245,,,,,,0.003478349296626645,,,,,,,,,,,,,,,,,0.0006296593703200345,,,,,,,,,,,,,,,,,,0.002081785218743788,,,,,,,,,,,,,,,,,,,,,,,,,0.0012812877950197422,,,,,,,,,,,,,,0.0032477358966818007,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002792616432607668,,,,,,,0.0007063382001746649,,,,,,,,,,,,,,,,,,0.0018530705247647619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
