date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,blackstone_diff,edison_diff,lam_research_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,regeneron_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,salesforce_diff,southwest_airlines_diff,corning_diff,equifax_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,avalonbay_communities_diff,american_diff,expedia_diff,meta_platforms_diff,international_business_machines_diff,general_motors_diff,zimmer_biomet_holdings_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,bristol_myers_squibb_diff,truist_financial_diff,northrop_grumman_diff,church_and_dwight_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,altria_diff,dollar_general_diff,constellation_brands_diff,marvell_technology_diff,american_electric_power_diff,oreilly_automotive_diff,devon_diff,metlife_diff,blackrock_diff,travelers_companies_diff,intercontinental_exchange_diff,marathon_petroleum_diff,berkshire_hathaway_diff,ball_diff,comcast_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,fifth_third_bancorp_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,nucor_diff,schlumberger_diff,medtronic_diff,pfizer_diff,dupont_de_nemours_diff,electronic_arts_diff,republic_services_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,marriott_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,home_depot_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,otis_worldwide_diff,kroger_diff,exxon_mobil_diff,cheniere_diff,thermo_fisher_scientific_diff,oneok_diff,abbott_laboratories_diff,arista_networks_diff,us_bancorp_diff,dominion_diff,occidental_petroleum_diff,tyson_foods_diff,fortinet_diff,hess_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,keurig_dr_pepper_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,kinder_morgan_diff,prologis_diff,cisco_systems_diff,agilent_technologies_diff,illumina_diff,old_dominion_freight_line_diff,ross_stores_diff,boeing_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,gilead_sciences_diff,motorola_solutions_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,paypal_holdings_diff,mcdonalds_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,first_republic_bank_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,workday_diff,adobe_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,oracle_diff
2022-01-01,-0.0016442578965920986,,,,,,,0.0008363097433595937,,,,,,,,,,0.0011698564803207195,,,,,,,,,,,,,,,,-0.0003475068430937899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002459045590562904,,,,,,,,,,,,,,,,,,,,,,,,-0.0018665461076529516,,,,,,,,,,,,,,,,,,,,,,-0.0036387891163109677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,-0.004436589903458244,,,,,,,,,,,,,,,,,0.00015546939881027223,,,,,,0.004236421259381839,,,,,,,,,,-0.005637789471832993,,,,,,,,,,,,,,,,-0.005637789471832993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006029747116211995,,,,,,,-0.0005512341630815442,,,,-0.011402878633443664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,-0.0007745378406141326,,,,,,,0.0028772355239652905,,-0.0022822520538527246,,,,,,,,0.00010120436282932434,,,,,,0.0009740287544761387,,-0.0006276973982598133,,,,,,,,-0.006771617663653844,,,,,,,,,,,,,,,,-0.0061213016540658674,,,,,,,0.00354837859626851,,0.0064802972428571574,,,,,,,0.0007745378406141326,,,,,,,,,,,,,,,,,,,,,,,-0.00014544754497767545,,,,,,,,,-0.0008056235482041376,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006312049838556803,,,,,,,,,,,,-0.0011755777217895644,,,,,,,,,,,,,,,,,,,,,-0.013975984420508186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002522434666817552
2022-01-04,-0.0009114110757004541,,,,,,,0.001728572413395915,,0.0014889856843249066,,,,,,,,-0.0007184696333547879,,,,,,0.0008381533419213271,-0.008416895259762688,,,,,,,,,,,,-0.009105587562341606,,,,0.002522826205976706,,,,,,,,,,-0.0007409407790085845,,,,,,,,0.003949656664759942,,,,0.014972313708324666,-0.0022944031128095924,,,,,,,,,,,,,,-0.0018086411493022656,,,,,,,,,,0.005807791426526125,,,,,,,,,,-0.0018724819516402766,,,,,,,,-0.0020065126880428248,,,,,,,,,,,,,0.0057773202237925755,-0.0010344137529728933,,,,,,0.0001985349830837265,,0.0009227166109275851,0.0019650062824231613,,,,,,,,,-1.9977128819423894e-05,,,,,,,,-0.0018086411493022656,,,,,,,,,,,,,8.30486780904351e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018136132245736103,,,,,,,,,,,0.0004236044994544552
2022-01-05,-0.00043397213289205844,,,,,,,0.0012321924335054382,,0.004419304595634586,,,,,0.0002712187625282799,,,-0.001347219492114202,,,,,,-0.0001007782975372521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00028247315218152014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009023177538020235,,,,,,,,-0.002925490300767488,,,,,,,,,,,,,,,,,,,,0.0021262833581898307,,0.0016778965223822645,0.00018523303209401303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007178520215964042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.0008675893908079292,,,,,,,0.002112550904397396,,,,,,,,,,-0.0008594213826077315,,,0.004018721248652095,,,0.005764873224883088,-0.0010178663322421098,,,,,,,,,,,0.002815899728845007,,,,,0.0010490527446706717,,,,,,,,,,0.002065614352169456,,,,,,,,-0.001563861091257085,,,,,0.0014536184578496534,,,0.001664334421774753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008410831502929682,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017174245031953694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.0007682729641345356,,,,,,,-0.0002714428578232807,,0.0009604221594625082,,,,,,,,-0.0005959864787538924,,,,,,0.0019171459839250678,,,,,,,,,,,,,,,,,0.0012271090449717495,,,,,,,,,,-0.0007195191710217823,,,,,,,,-0.0039155297464139585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015337408496212052,,,,,,,,-0.03510616649774887,,,,,,,,,,,,,,,,,,,,-0.002191153743718624,,-0.0013221875904480406,,,,,,,,,,,,,,,,,,-0.0008914451150657725,,,,,,,,,,,,,-0.0026334802443220623,,,,,,,,,,,,,-0.03510616649774887,,,-0.0007284074849294381,,,,,,,,0.004193024409455821,,,,,,,,,,,,,,,,
2022-01-08,0.0026953884919900164,,,,,,,,,,,,,,,,,0.00020223237729900985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020388023016905707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.00201172387586858,,,,,,,,,,,,,,,,,-0.0003245732972772539,,,,,,0.003242078131402252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006050231426353752,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013846416726613479,,-0.0014283504951860728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.00048191230718783244,,,,,,,-0.0017398085986303662,-0.0033712024235456554,-0.0037635934742687865,,,,,,,,-0.0018394626023226686,,,,,,0.011190419789055352,,,,0.005066362137669813,,,,-0.0042290094957212745,,,,,,,,,-0.0006210887568867366,,,,,,,,,,,,,,,,,,0.0008644396372061497,,,,,0.002446599231224347,,,,,,,,,,,,,,0.0018663642400784967,,,,,,0.00022791925777151375,,,,,,,,,,,,,,0.0012563528998837683,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001977201217846513,,,,,,,-0.0003470303370735637,,,,,,,,,,,,,-0.0032155056418654853,,,,,0.0007997019875165333,,,,,,,,0.0010694173309670789,,,,,,,,,,,,,,,,0.0012610137607240674,,,,,,,,0.001216572072096708,,,,,,,,,,,,,,,,
