date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,blackstone_diff,edison_diff,lam_research_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,regeneron_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,salesforce_diff,southwest_airlines_diff,corning_diff,equifax_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,avalonbay_communities_diff,american_diff,expedia_diff,meta_platforms_diff,international_business_machines_diff,general_motors_diff,zimmer_biomet_holdings_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,bristol_myers_squibb_diff,truist_financial_diff,northrop_grumman_diff,church_and_dwight_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,altria_diff,dollar_general_diff,constellation_brands_diff,marvell_technology_diff,american_electric_power_diff,oreilly_automotive_diff,devon_diff,metlife_diff,blackrock_diff,travelers_companies_diff,intercontinental_exchange_diff,marathon_petroleum_diff,berkshire_hathaway_diff,ball_diff,comcast_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,fifth_third_bancorp_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,nucor_diff,schlumberger_diff,medtronic_diff,pfizer_diff,dupont_de_nemours_diff,electronic_arts_diff,republic_services_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,marriott_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,home_depot_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,otis_worldwide_diff,kroger_diff,exxon_mobil_diff,cheniere_diff,thermo_fisher_scientific_diff,oneok_diff,abbott_laboratories_diff,arista_networks_diff,us_bancorp_diff,dominion_diff,occidental_petroleum_diff,tyson_foods_diff,fortinet_diff,hess_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,keurig_dr_pepper_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,kinder_morgan_diff,prologis_diff,cisco_systems_diff,agilent_technologies_diff,illumina_diff,old_dominion_freight_line_diff,ross_stores_diff,boeing_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,gilead_sciences_diff,motorola_solutions_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,paypal_holdings_diff,mcdonalds_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,first_republic_bank_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,workday_diff,adobe_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,oracle_diff
2022-01-01,-0.0008215319073569623,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,-0.0018121971712559686,,,,,,,,,,,,,,,,,7.784411497862068e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034053543840097196,,,,,,,-0.00317562689528382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,-0.0012425094989499726,,,,,,,0.005539512672595465,,-0.0023788207699447657,,,,,,,,-0.002408711144668161,,,,,,,,-0.00015972573992397332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006459223128975882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003225241133581646,,,,,,,,,-0.002259471508766386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0040697183754528415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035372471238048443
2022-01-04,-0.0013164574321864117,,,,,,,0.00043304661704904367,,0.0006705569543693959,,,,,,,,-0.000202828968832865,,,,,,0.0008234862677277574,-0.00801184890327673,,,,,,,,,,,,,,,,0.0019435144424128376,,,,,,,,,,-0.0009124516655112402,,,,,,,,0.002053340744452347,,,,,-0.0018893567563236348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002017687722552036,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008204640931169974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013388521992508849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002218659581059568,,,,,,,,,,,
2022-01-05,-0.0006611519084915995,,,,,,,0.0007337247835767849,,,,,,,,,,-0.0015606121510929733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013927964112074647,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001348824740842911,,-0.002050437917347058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.0014915367079725117,,,,,,,0.002142865948717415,,,,,,,,,,-0.002022611548989096,,,,,,,-0.0003939190150775273,,,,,,,,,,,0.0034398470460095896,,,,,,,,,,,,,,,0.0026895616693340383,,,,,,,,-0.015581785450095413,,,,,0.002077565775014236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010241859568350066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.0004672293760821419,,,,,,,,,0.0009054057984268058,,,,,,,,-0.0017436432584406482,,,,,,,,,,,,,,,,,,,,,,,-0.0008745267533291468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00025244340058925896,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001376143822639664,,-0.0016232311785004342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0010294510729818318,,,,,,,,0.0038919808214034272,,,,,,,,,,,,,,,,
2022-01-08,0.006775205094391786,,,,,,,,,,,,,,,,,0.0028702452584145844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.001870197607722257,,,,,,,,,,,,,,,,,0.0022050342815629845,,,,,,0.0026642878509057282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015698767633323958,,-0.0015698767633323958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.0007178435277050049,,,,,,,-0.00016546893953416043,-0.003135271203028483,-0.0035276622537516143,,,,,,,,-0.001119369764934704,,,,,,,,,,,,,,-0.0019373979268605367,,,,,,,,,0.00026101159177321486,,,,,,,,,,,,,,,,,,-0.0001291129764971039,,,,,0.002682530451741519,,,,,,,,,,,,,,-0.0022425665111779867,,,,,,,,,,,,,,,,,,,,-0.0012096802623625252,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018426223210862057,,,,,,,-0.0001110991165563912,,,,,,,,,,,,,-0.002979574421348313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005334071289712821,,,,,,,,0.0014525032926138803,,,,,,,,,,,,,,,,
