date,industry_tone,becton_dickinson_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,blackstone_diff,paccar_diff,lam_research_diff,lockheed_martin_diff,mondelez_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,regeneron_diff,dollar_tree_diff,wells_fargo_diff,mckesson_diff,equifax_diff,sherwin_williams_diff,baxter_diff,costar_diff,edwards_lifesciences_diff,goldman_sachs_diff,american_diff,expedia_diff,meta_platforms_diff,mongodb_diff,twilio_diff,general_motors_diff,tractor_supply_diff,hilton_worldwide_holdings_diff,intuitive_surgical_diff,ford_motor_diff,conocophillips_diff,eaton_diff,microchip_technology_diff,bristol_myers_squibb_diff,northrop_grumman_diff,truist_financial_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,dollar_general_diff,constellation_brands_diff,ansys_diff,american_electric_power_diff,marvell_technology_diff,chubb_ltd_diff,devon_diff,metlife_diff,travelers_companies_diff,blackrock_diff,intercontinental_exchange_diff,marathon_petroleum_diff,berkshire_hathaway_diff,comcast_diff,ball_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,monster_beverage_diff,waste_management_diff,veeva_systems_diff,nucor_diff,schlumberger_diff,medtronic_diff,pfizer_diff,electronic_arts_diff,republic_services_diff,dupont_de_nemours_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,baker_hughes_diff,cummins_diff,nxp_semiconductors_diff,marriott_diff,realty_income_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,kroger_diff,exxon_mobil_diff,abbott_laboratories_diff,oneok_diff,arista_networks_diff,thermo_fisher_scientific_diff,cloudflare_diff,us_bancorp_diff,dominion_diff,occidental_petroleum_diff,allstate_diff,hess_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,prologis_diff,kinder_morgan_diff,cisco_systems_diff,illumina_diff,old_dominion_freight_line_diff,agilent_technologies_diff,ross_stores_diff,boeing_diff,vmware_diff,kimberly_clark_diff,honeywell_diff,gilead_sciences_diff,motorola_solutions_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,mcdonalds_diff,paypal_holdings_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,eversource_diff,msci_diff,visa_diff,adobe_diff,workday_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,welltower_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,paychex_diff,oracle_diff
2021-12-02,-0.001087313177920642,0.00860724098661367,,,,,-0.005177359990438234,,-0.003410047782500072,0.008151804923062032,,,0.0077091587820899725,,,0.00079529936096826,,,,0.0033768643568396154,,,0.001087313177920642,,,,,0.01300497298290441,-0.0005718045032964871,,,,,,,-0.0005718045032964871,,-0.008174947739969428,,,,,,,,,,,,,0.01056296213593734,,0.005599040327074493,,,,-0.0033512995927622528,,,,,,,,,,,0.0019949518651120445,,,,,,,,,0.006200604539654037,-0.012698184478544743,,,,,,,,,,,,,-0.0003684140285675902,,,,,,,,0.001087313177920642,,,,,0.0037840029911748755,,,,,,-0.0018329490616284666,,,,,0.00016531428431931208,,,,,0.0004331208699710395,-4.0275140536413226e-05,0.005820208831094048,,,,,,,0.00371082367983318,,,,,,,,,,,,-0.0018329490616284666,,,,,,,,-0.0018329490616284666,,,,-0.008435362693999356,,0.00751267192711747,,,,-0.0017058268701213679,0.004146290255985739,,,,,0.008151804923062032,,-0.0018329490616284666,,,,,,,,,,,,,,,,,,,,,,
2021-12-03,-0.0006449121921440496,,,,,,-0.0015877807145912243,,-0.001315431799197254,,,,-0.0029727027615032917,,,0.0007856365850597484,,,,,,,0.0029230685778163993,,,,,,0.0015661445427691762,,0.0011710969213433579,,,,,0.0015661445427691762,,,,,,,,,,-0.002244815788128747,,,,,,,0.002033621063216314,,,,,,,,,,,,,,,,,,,,-0.00021232373632818456,,,0.0009791944908870266,,,,,,,,,,,,,,,0.0008968850202086954,,,,,,,,-0.0015870497376337268,,,,,,,,,0.0018733379645167543,,,,,,,,,,,,-0.00805923672279862,,-0.0015877807145912243,,,,,,,,,,,,,,,,,,,-0.0034185418651420225,,,,,,,,-0.0014201040904158286,,,0.001623911395996634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,-0.0002650727817020158,,,,,,0.005382113457523524,,,,,,,,,-0.00014897948571903144,,,,-0.0018473057565320393,,,,,,,,,-0.0056214802599562465,,,,,,,-0.0018473057565320393,,,,,,,,,,,,,,,,,,,,,-0.0018473057565320393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01144252413650227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002584469120148333,,,,,,,,,,,,,,,,,0.002584469120148333
2021-12-05,-0.0002650727817020158,,,,,,0.005382113457523524,,,,,,,,,-0.00014897948571903144,,,,-0.0018473057565320393,,,,,,,,,-0.0056214802599562465,,,,,,,-0.0018473057565320393,,,,,,,,,,,,,,,,,,,,,-0.0018473057565320393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01144252413650227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002584469120148333,,,,,,,,,,,,,,,,,0.002584469120148333
2021-12-06,-0.0011811421286436596,,-0.007490857783746547,,,,0.00782713238119128,,0.0003899966290748342,,,,,,,-0.00024677736573005724,0.007037726100344645,,,,,-0.0006518872273214781,,,,,,,-2.7575836013427708e-05,,,,,,,0.0011811421286436596,,-0.0012340251216884325,,,,,,,,0.005835687583189114,0.005214619994933868,,,,,,,,,,,,,,,,,0.00021655621159804867,,,,,,,,,0.004904704833439607,,,,,,,,,0.0003899966290748342,0.004044277118300587,,,,,,,,-0.002003649267477785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001982535484558476,,1.426127133127863e-05,,,,,,,,,,,,,,,,,,,0.005214619994933868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011811421286436596
2021-12-07,-3.386162484910226e-05,,,,,,-0.01870461107427281,,,,,,0.0007305942960518673,0.01037260759577897,,-0.0011451345421220741,0.007514777158807577,,,,,0.005343952554383277,-0.0006767088211049106,,,,,,-0.0036403318896744575,,-0.000827874815112491,,,,,,,,,,,,,,,-0.00436768772052047,,,,,0.0016810141099904167,,0.008720171543243515,,,,-0.0005205020488080911,-0.0025435560048288714,,,,0.012113858045590908,,,,,,,,,,,-0.004866897992891652,,,,-0.0016391205495258287,,,,,,,0.01037260759577897,,,,,,,-8.18245147637961e-05,,,,,,,,-0.0005205020488080911,,-0.0006767088211049106,,,,,,,,,0.0007322667294920133,,,,,,,-0.0005554830239014875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007305942960518673,,,,,,,,,,,,,,,,-0.0020900321804606255,,,,,,,,,,,,,,,,,,,,,,,,-0.000827874815112491
2021-12-08,-0.0007389308111492259,,,,,,-0.0002804065571523712,,0.0007389308111492259,,,,0.00032576605335774884,,,0.0012898514336908812,,,,0.0011361175375660156,,0.010634730712726142,,,,,,,-0.024648223288876156,,-0.0004868351822777285,,,,,0.005075726352923415,,,,,,,,,,0.0009149295610996833,,,,,,,4.0704306471108604e-05,,,,,-0.0001642385219134294,,0.009550350410950575,,,,,,,,0.0007389308111492259,,,0.0011765096437107794,,,,,0.0007389308111492259,,,,,,,,0.0024389172112580268,,,,,,0.0020270760108761386,-0.0002640889061785659,,,,,,,,,,,,,,,,,,,,,,,,-0.009433968326959556,0.002497018012274403,,,,-0.0012452733709352368,,,,,,,,,,,,,,,,,0.0013180702100025292,,,,,,,0.001369444853485091,,,,,,,,,,,,,,,,,,,,,0.005075726352923415,,,,,,,,,,,,,,,,,,0.0018545374036404503,,,,,,0.0007389308111492259
2021-12-09,-0.00014025500663879386,,,,,,,,,,,,,,,-0.00041084104674997033,,,,,,0.0034722555397588796,,,,0.0011444694939993488,,,0.006647275709936153,,,,,,,-0.0001910498316329807,,0.0011444694939993488,,,,,,,,,,,,,,,-0.00011988083785042378,,,,,0.0029645286975879402,,,,,,,,,,,,-0.0011998351772731358,,,,,,0.0015399918561110934,,,,,,,,0.00029916677882287676,,,,,,,-0.0004270991574602021,,,,,,,,0.000622252661987977,,,0.0038205426028486774,,,,,,,,,,,,,,,,,,-7.634152896076053e-05,0.0006069577649854371,,,,,,,,0.0014261758269827967,,,,,,0.006429563182739417,,,,,,,,,,,,,,-0.00017584969830314776,,,,,,,,,,,,,,,,-0.00026500347738445714,,,,,,0.00013407844775253832,,,,,,,,,,,,,,,,,,
2021-12-10,-0.0004159173808575738,,,,,,-0.001022368174846716,,,,,,,,,-0.0019835066841141845,,,,,0.015144599551400219,-0.00025691240666277863,0.0002635880985691701,,,,,-8.356232777926296e-05,-0.0030678114345650113,,,,,,,0.0038421532849362266,,,,,,,,,,0.0005263996717132413,,,,,,,-0.0018121118636177116,,,,,,,,,,,,,,,,,8.623563170431759e-06,,,0.0008477891736696724,,,,,,,,,,,,,,,,,,-3.4760520420400404e-05,,,,,,,,,,,,,,,,,,,0.005244922463020512,,,,,,,,,,0.0004597277042663043,,,-9.854942574406356e-05,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0053410613567009555,,,,,,,,,,,,,,,,,,,,,,-0.0008444795236076273,,,,,,,,,,,,,,,,,,8.623563170431759e-06
2021-12-11,-0.0021364990291625643,,,,,,,,,,,,,,,-0.0062839945633614055,,,,,,,,,,,,,,,,,,,,0.008512288033051806,,,,,,,,,,,,,,,,,0.003275295549000401,,,,0.007026364219340709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008512288033051806,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,-0.0021364990291625643,,,,,,,,,,,,,,,-0.0062839945633614055,,,,,,,,,,,,,,,,,,,,0.008512288033051806,,,,,,,,,,,,,,,,,0.003275295549000401,,,,0.007026364219340709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008512288033051806,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,0.0001506278754039507,,,,,,0.0013170977387603638,,-0.00030727572219545055,,,,,,,3.8042182638744175e-05,,0.00035668246662468235,,0.0018073921747213616,,-0.0015925607878259607,0.00147711937246658,-0.0020496565222510883,,0.0018073921747213616,,,,,0.005552525283914765,,-0.005227285404087062,,,-0.0020985104825873555,,-1.7771937739956652e-05,0.00035668246662468235,,,,,0.00035668246662468235,,,,,,-0.0006208686638371807,,,,,,,,0.0007011905378766195,,,,,,,,,0.0019347908766814718,,,-0.0012592896175498563,,,-0.0035353297000966996,,,,,,,,,-0.0010121357055528956,,,,,,,,,-0.0009503007226062793,,,,,,,,,,,,,,0.0018073921747213616,,,,,-0.002269911769376178,,,,,0.003835849991670921,,0.00035668246662468235,,,-0.0009828746551383764,,,,,0.0018073921747213616,,,,0.004570897066419973,,0.00035668246662468235,,,,,0.0018073921747213616,,,0.00035668246662468235,,,,,0.0009700295934170025,,,,,,,,,-0.027738356853554493,,,,,,,,,,,,-0.0029471249285680373,,,,,,0.00035668246662468235,,,,,0.0018073921747213616,,-0.0013303118215371563,,,,,,,,,,,
2021-12-14,-0.00143025884696011,,,,,,-0.0030574841329083433,,,,,,0.0016099996607066875,,,0.0005380166558650073,,,0.00889506229868521,-0.011799754383053113,,-0.011799754383053113,,,,,,,,-0.0029036703053611024,0.00143025884696011,,,,,0.001620538382966716,,,,,,,,,,0.008816283407313984,,0.0032159731326743936,,,,,0.004424629430263498,,,,,,,,,0.006643071941546596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0014101580287295959,,,,,,,,0.004329270883830149,,,,,,-0.0016310142344720222,,,0.003054833556509355,,,,,,,,,,,-0.00015791224868650722,0.0016907637228886939,0.00046512111573351813,,,,,,,,0.004383317976781381,,,,,,,,,,,,,,,,,,,,,0.0004870939628750739,,,-0.0007741900063820422,,,,,,,,,,,,0.0004086831686338573,,,,,,,,,,,,,-0.0007741900063820422,,,,,,,,,,,-0.011799754383053113
2021-12-15,4.452913005926294e-05,,,,-0.000824003997840839,,-0.003110133054032287,,,,,,,,,-0.0014795704928759672,,-0.000824003997840839,,,,0.0014492108618010258,,,,,,,0.024162684619638147,,,,,,,0.0015669647831824684,,,-0.005069907289765773,,,0.009385874491215735,,,,-0.000824003997840839,,,,,,,0.0014962079585639338,,,,-0.0021618490994530343,-0.005069907289765773,,,,0.0008730283319767956,,,,-0.0002847757635571097,,,,,,,0.00384934969243178,,,,-0.0038247186687627418,,,,,,,,,,,,,,-0.0012858697319726563,,,,,0.003748166584194582,,,0.0008730283319767956,,,,,,,,,,,,,,,,-0.0007908579468865036,,,,,0.0005753105829660294,0.004118536723900381,,,,,,,,,,,,0.0015498586250427778,,,,,,,,-0.003411525751355262,,,,,,,,,,,,,,,,,,,,,,,,-0.000824003997840839,,,,,,-0.0017240767007154112,,,,,,,0.0008730283319767956,,,,,,,,,,,
2021-12-16,-0.0013658648009782295,,,,,,-0.0025677257447468908,,-0.00026384546912994644,,,,0.001203977846638445,,,-0.0006771942856305898,,,,,,0.01557638112115244,,,,,,,0.0022865733782993364,,-0.008182888404674635,,,,,0.0006872975077485125,,,,,,,,,,0.0015752969988749015,,,,-0.015382078650083286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014233519192442708,,,,,0.0025016409669112102,,,-0.0014934020829927186,,,,,,,,,,,,,,,,,,,,,-0.0030863384538166823,0.003050700218740694,-0.0032058250098681218,,,,,,,,,,,,,,,,,,,-0.0011833834894321394,,,,,,,,0.0024191297601822066,,,,-0.015382078650083286,,,,,,,,,-0.0014934020829927186,,,0.0013658648009782295,,,,,,,,,,,,,,,,,,,,,,,,
