,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
0,ball,philip morris,0.9555650949478149,baxter,0.8576921224594116,eli lilly,0.8407982587814331,biogen,0.8173521757125854,bristol myers squibb,0.7919449806213379,pfizer,0.7755129337310791,amgen,0.7699084877967834,gilead sciences,0.7649663686752319,abbvie,0.7500461935997009,moderna,0.7479983568191528,cigna,0.6507135033607483,mckesson,0.640476405620575,comcast,0.5910106897354126,regeneron,0.5871177315711975,anthem,0.40440285205841064,oreilly automotive,0.36981087923049927,abbott laboratories,0.3462652564048767,block,0.3247513175010681,lululemon athletica,0.32451194524765015,fifth third bancorp,0.31780365109443665,expedia,0.2886388897895813,verizon communications,0.2838836908340454,edwards lifesciences,0.27930107712745667,international business machines,0.27280908823013306,aptiv,0.27135422825813293
1,monster beverage,servicenow,0.8261927366256714,resmed,0.6949098706245422,dominion,0.6770466566085815,prudential financial,0.6474172472953796,kinder morgan,0.6389693021774292,palo alto networks,0.6152335405349731,corning,0.6139410138130188,microsoft,0.586069643497467,walt disney,0.572257936000824,altria,0.532313346862793,american,0.5165433883666992,edwards lifesciences,0.5137571096420288,dupont de nemours,0.5106458067893982,nucor,0.5032978057861328,boeing,0.4882212281227112,lam research,0.4878299832344055,anthem,0.48545873165130615,intel corporation,0.4736047089099884,netflix,0.47225236892700195,caterpillar,0.46244317293167114,nvidia,0.4606629014015198,simon property,0.4584108889102936,american express,0.45201727747917175,exxon mobil,0.44637125730514526,charter communications,0.44349610805511475
2,digital realty,simon property,0.94903963804245,edwards lifesciences,0.4699552059173584,intel corporation,0.41931334137916565,dupont de nemours,0.41619300842285156,monster beverage,0.34367629885673523,consolidated edison,0.32052144408226013,citigroup,0.3108551800251007,thermo fisher scientific,0.2994224429130554,american,0.2846384644508362,agilent technologies,0.2802301347255707,palo alto networks,0.2763148844242096,motorola solutions,0.26860159635543823,yum brands,0.2604503333568573,us bancorp,0.2453145831823349,walt disney,0.23932543396949768,kinder morgan,0.23588700592517853,centene,0.23460234701633453,humana,0.23344524204730988,servicenow,0.22942471504211426,transdigm,0.22862142324447632,hess,0.22843876481056213,fifth third bancorp,0.21525007486343384,cigna,0.2147253453731537,resmed,0.2144327461719513,corning,0.18412794172763824
3,emerson electric,schlumberger,0.9719054698944092,halliburton,0.9708187580108643,lam research,0.7884296774864197,starbucks,0.6280100345611572,chevron,0.5204137563705444,chipotle mexican grill,0.5196533203125,exxon mobil,0.4857282042503357,charter communications,0.4257400929927826,devon,0.41693615913391113,edwards lifesciences,0.4107990562915802,verizon communications,0.40401291847229004,international business machines,0.402383029460907,progressive,0.398948073387146,metlife,0.3882068991661072,yum brands,0.3818764388561249,prudential financial,0.3718116581439972,motorola solutions,0.370871901512146,american,0.3697095215320587,conocophillips,0.36498886346817017,pepsico,0.36206334829330444,hess,0.3608125150203705,mcdonalds,0.33439013361930847,walt disney,0.33007150888442993,kinder morgan,0.3201848268508911,occidental petroleum,0.30276283621788025
4,yum brands,pepsico,0.9554555416107178,starbucks,0.8987206220626831,chipotle mexican grill,0.8246797323226929,mcdonalds,0.7001221776008606,tyson foods,0.6853410005569458,twitter,0.5848091244697571,nike,0.5061550140380859,netflix,0.5026803016662598,edwards lifesciences,0.4590560495853424,prudential financial,0.4410080909729004,walt disney,0.4108723998069763,servicenow,0.4056185185909271,intuitive surgical,0.40110892057418823,emerson electric,0.3818764388561249,american express,0.3760570287704468,halliburton,0.37348318099975586,eli lilly,0.3622497320175171,expedia,0.35897383093833923,anthem,0.3501960039138794,consolidated edison,0.3487977683544159,kimberly clark,0.34797435998916626,paypal holdings,0.34046995639801025,lam research,0.33970221877098083,altria,0.32467901706695557,kinder morgan,0.32421815395355225
5,consolidated edison,intuitive surgical,0.8505747318267822,edwards lifesciences,0.843657374382019,us bancorp,0.8370862007141113,fifth third bancorp,0.8352818489074707,corning,0.8140424489974976,transdigm,0.8072777986526489,goldman sachs,0.8034535050392151,lululemon athletica,0.7974369525909424,citigroup,0.7960444688796997,morgan stanley,0.7757415175437927,dupont de nemours,0.7592709064483643,resmed,0.7439730763435364,blackrock,0.7358136177062988,anthem,0.7165703773498535,nucor,0.7060675621032715,unitedhealth,0.6896306872367859,intel corporation,0.6802781224250793,cigna,0.6092692017555237,wells fargo,0.6047011613845825,verizon communications,0.565435528755188,international business machines,0.56273353099823,progressive,0.5524848699569702,hess,0.5270843505859375,walt disney,0.5195091366767883,prudential financial,0.47960060834884644
6,dollar general,accenture,0.9149816632270813,united parcel service,0.9032096266746521,intercontinental exchange,0.9017903804779053,fedex,0.8910472989082336,aflac,0.8763893842697144,home depot,0.6950081586837769,archer daniels midland,0.6346354484558105,delta air lines,0.5559792518615723,fiserv,0.5388789176940918,southwest airlines,0.5180673599243164,micron technology,0.5001413226127625,norfolk southern,0.48158127069473267,occidental petroleum,0.43062901496887207,oracle,0.4290470480918884,duke,0.36761340498924255,boeing,0.36049884557724,nextera,0.35263365507125854,charter communications,0.33498603105545044,hess,0.315285325050354,monster beverage,0.31092599034309387,cerner,0.2981715202331543,dollar tree,0.296241819858551,devon,0.28748953342437744,american,0.28042200207710266,servicenow,0.27922123670578003
7,hess,occidental petroleum,0.8248963952064514,american,0.7771819829940796,cheniere,0.6691077351570129,transdigm,0.6680493354797363,edwards lifesciences,0.6519023180007935,dupont de nemours,0.6261075139045715,nucor,0.6076042652130127,blackrock,0.5995198488235474,fifth third bancorp,0.5893630981445312,us bancorp,0.5820913314819336,unitedhealth,0.578372597694397,lululemon athletica,0.5758316516876221,intuitive surgical,0.5630700588226318,corning,0.5313990712165833,consolidated edison,0.5270843505859375,fiserv,0.5000051259994507,international business machines,0.4756070673465729,verizon communications,0.47547483444213867,morgan stanley,0.4744497537612915,progressive,0.4700375199317932,charter communications,0.45511507987976074,citigroup,0.4548170566558838,wells fargo,0.4522680342197418,micron technology,0.43662625551223755,thermo fisher scientific,0.4295423626899719
8,marvell technology,advanced micro devices,0.9663527011871338,microchip technology,0.9348815679550171,analog devices,0.8536442518234253,broadcom,0.8137466907501221,arista networks,0.799139142036438,nvidia,0.6111679673194885,fortinet,0.6088529825210571,marathon petroleum,0.5748577117919922,cisco systems,0.5613717436790466,micron technology,0.5142943859100342,honeywell,0.5131234526634216,paypal holdings,0.44566810131073,qualcomm,0.4281272292137146,ford motor,0.3948099613189697,palo alto networks,0.39311355352401733,motorola solutions,0.3624061942100525,comcast,0.3489725589752197,oreilly automotive,0.34500008821487427,synopsys,0.34055835008621216,home depot,0.33519217371940613,valero,0.30988821387290955,cadence design systems,0.29445862770080566,verizon communications,0.2914695739746094,progressive,0.2847689688205719,international business machines,0.2820662558078766
9,lam research,emerson electric,0.7884296774864197,chevron,0.7816938161849976,schlumberger,0.7759631276130676,halliburton,0.7642622590065002,devon,0.6842872500419617,charter communications,0.6841341257095337,exxon mobil,0.6777559518814087,conocophillips,0.6650406122207642,walt disney,0.624901533126831,metlife,0.5827294588088989,kinder morgan,0.5468544960021973,starbucks,0.5414385795593262,chipotle mexican grill,0.521757960319519,netflix,0.4969938099384308,monster beverage,0.4878299832344055,prudential financial,0.4863012433052063,servicenow,0.4588833749294281,boston scientific,0.44584977626800537,american express,0.4433634877204895,visa,0.43589577078819275,american,0.42632174491882324,edwards lifesciences,0.4245430827140808,occidental petroleum,0.4210941791534424,mastercard,0.4142376184463501,hess,0.3995000422000885
