date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,blackstone_diff,edison_diff,lam_research_diff,mondelez_diff,lockheed_martin_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,regeneron_diff,micron_technology_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,salesforce_diff,southwest_airlines_diff,equifax_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,avalonbay_communities_diff,american_diff,expedia_diff,meta_platforms_diff,international_business_machines_diff,general_motors_diff,zimmer_biomet_holdings_diff,hilton_worldwide_holdings_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,bristol_myers_squibb_diff,truist_financial_diff,northrop_grumman_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,altria_diff,dollar_general_diff,constellation_brands_diff,marvell_technology_diff,american_electric_power_diff,oreilly_automotive_diff,chubb_ltd_diff,devon_diff,metlife_diff,blackrock_diff,travelers_companies_diff,intercontinental_exchange_diff,marathon_petroleum_diff,firstenergy_diff,berkshire_hathaway_diff,comcast_diff,ball_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,fifth_third_bancorp_diff,monster_beverage_diff,veeva_systems_diff,waste_management_diff,nucor_diff,schlumberger_diff,medtronic_diff,dupont_de_nemours_diff,pfizer_diff,electronic_arts_diff,republic_services_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,nxp_semiconductors_diff,marriott_diff,realty_income_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,home_depot_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,exxon_mobil_diff,kroger_diff,thermo_fisher_scientific_diff,abbott_laboratories_diff,oneok_diff,arista_networks_diff,us_bancorp_diff,cloudflare_diff,dominion_diff,occidental_petroleum_diff,tyson_foods_diff,allstate_diff,fortinet_diff,hess_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,prologis_diff,kinder_morgan_diff,old_dominion_freight_line_diff,agilent_technologies_diff,cisco_systems_diff,illumina_diff,ross_stores_diff,boeing_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,motorola_solutions_diff,gilead_sciences_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,paypal_holdings_diff,mcdonalds_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,first_republic_bank_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,adobe_diff,workday_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,welltower_diff,simon_property_diff,amgen_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,paychex_diff,oracle_diff
2021-12-02,-0.0011474590006519286,0.008667386809344957,,,,,,-0.006135586329452892,,-0.003544209173006421,,0.008211950745793317,,,,0.0077693046048212585,,0.000849447585245427,,,,0.003437010179570902,0.03669669469208461,0.00034522195328199386,0.0011474590006519286,,,,,0.013065118805635696,,0.00136827179891863,,,,,,,,-0.0005116586805652007,,,-0.008114801917238143,-0.0006601158308442623,,,,,,-0.0007794296447779516,,,,,,,0.010623107958668627,0.006433169161873538,,,,-0.0032911537700309663,,,,,,,,,,0.002055097687843331,,,,,,,,,,,,0.006260750362385324,-0.012638038655813456,,,,,,0.011398743614755128,,,,,,,,,-0.0006761266840230209,-0.0003487966196582435,,,,,,0.024695339691389755,,,,,,-0.004287550824173531,,,,,-0.0017728032388971801,,,,,0.00022546010705059856,,,,,,-0.003761736137245364,0.0018058197230753554,0.0007840692436409534,,,,,,,0.0037709695025644665,,-0.0016456810473900814,,,,,,,,,,,,,-0.0017728032388971801,,,,,,,,-0.0017728032388971801,,,,,-0.014707711226221129,0.007572817749848757,,,,0.004206436078717025,-0.0016456810473900814,,,,,0.008211950745793317,,,-0.0017728032388971801,,,,,,,,,,,,,0.006113876558120476,,,,,,,,,,
2021-12-03,-0.0008684058064734469,,,,,,-0.01653614113141407,-0.0006089360882449919,,-0.0010919381848678567,,,,,,-0.0027492091471738945,,-0.0004378878809907622,,,,-0.00047440478561650403,,0.0022613818522273423,-0.0008028621288916431,,,,,,,0.00033321831778131757,,,0.0013945905356727553,,,,,0.0017896381570985734,,,0.004860708646597698,,,,,,,-0.0011142754725542525,-0.00202132217379935,,,,,,,0.002257114677545711,,,,0.0013660336147115757,,,,,,,,,,,,,,,,1.116987800121275e-05,,,-0.0020006847635431237,,0.0012026881052164238,0.0013660336147115757,,0.014650407614672085,,,0.0022170962280740726,,,,,,,,,,,0.0016330935396554952,,,,,,,-0.0013635561233043293,,,-0.00047440478561650403,,,,,,0.002096831578846152,,,,,,,,,,0.0008684058064734469,,,-0.0018748235714187921,-0.0013642871002618269,,,,,,,,,,,,,,,,,,,,,,,-0.003195048250812625,,,,,,,,-0.0011726743755316397,,0.0018474050103260314,,,,,,,,,-0.00771469578311697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,-0.002926659708378996,,,,,,,0.005870520287141981,,,,,,,,,,-0.002420160329004408,,,,0.0008142811701449407,,0.003824627939294872,,,,,,,,-0.002959893333279266,,-0.006062912387989209,,,,,,0.0008142811701449407,,,,,,,,,,,,,,,,,,,,,,0.0008142811701449407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00335415991952257,,,,,,,0.006181868041712328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0883967451784645,0.005246056046825313,,,,,,,,,-0.0039920455053595654,,,,,,,,0.005246056046825313
2021-12-05,-0.002926659708378996,,,,,,,0.005870520287141981,,,,,,,,,,-0.002420160329004408,,,,0.0008142811701449407,,0.003824627939294872,,,,,,,,-0.002959893333279266,,-0.006062912387989209,,,,,,0.0008142811701449407,,,,,,,,,,,,,,,,,,,,,,0.0008142811701449407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00335415991952257,,,,,,,0.006181868041712328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0883967451784645,0.005246056046825313,,,,,,,,,-0.0039920455053595654,,,,,,,,0.005246056046825313
2021-12-06,-0.0009131366782243873,,,-0.007758863234165819,,0.002003934706061552,,-0.0008359759244470326,,0.00012199117865556192,,,,,,-0.007940760398627431,,-0.00034900554867533867,0.0017455700139952907,,,,0.0010114835895781694,0.0012787388834657565,,,,,,,,-0.0002955812864327,,,,,,,,0.0009131366782243873,,,-0.0015020305721077046,,,,,,,0.007008625779915351,0.0037007115751217655,0.003911603711953385,0.004946614544514596,,,,,0.010176328380230214,,,,0.001742784990304897,,,,,,,,-5.144923882122361e-05,,,,,,,,0.004636699383020334,0.007857581122668855,,,,,-0.002170933389174012,,,,0.006443390419278387,-0.0010751072106674493,0.0037762716678813152,,,,,,,,,,-0.0010418944142614136,,,,,,,,,,,,,,,,,,0.007421858365285046,,,,,,,,,,,-0.00040061743698529965,-0.00025374417908799365,,,,,,,,,,,,,,,,,-0.00227971134220984,,,0.09781236148442601,,,0.004946614544514596,,,,,,,,0.002007090939996703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029875795421409335
2021-12-07,-0.00047962564296531534,,,,,,,-0.0021248272453998516,,,,,,,0.010818371613895183,0.0011763583141680802,,-0.0008444203144814671,0.00796054117692379,,,0.003954838685936327,,0.00102205903340762,-0.00023094480298869752,,,,,,,-0.0031945678715582446,,,-0.00038211079699627796,-0.018392057396633785,,,,,,,,,,,,,,-0.0069683624309190275,-0.00014021906368515656,,,,,,0.0021267781281066296,0.00427774053029002,,,,-7.473803069187805e-05,-0.0020977919867126585,,,,0.01255962206370712,,,,0.002395652569530385,,,,,,,-0.003322864801879471,,,,,,0.00019063136145551496,,,,,,,0.010818371613895183,,,,,,0.0018534407274549448,,,-0.0003269438731489542,,,,,,,-7.473803069187805e-05,,,-0.00023094480298869752,,,-0.0016446975745077802,,,,,0.0027817520175426567,,,,,,,,-0.00010971900578527448,,,0.0014395922190555473,0.00047962564296531534,,,,,,,,,,,,,,,,,,,0.005569927599677395,,,,-0.007703680412681173,,,,,,,,-0.0005469461339789963,,,,,,,,,,,,,,,,-0.0016442681623444124,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00038211079699627796
2021-12-08,-0.00046495257319014246,,,,,-0.011897209321682025,,-0.0009322020192514518,,0.00046495257319014246,,,,,,5.178781539866544e-05,,-0.0014052523634289899,,,,0.0012561694740022965,0.03330567506908505,0.01007809236632181,,,,,,,,-0.02492220152683524,,0.004274538758255253,-0.0007608134202368119,,,,,0.004801748114964332,,,,-0.0013463069404504523,,,,,,,0.0018651837384639602,0.0017952970658965293,0.0009084115532344884,,,,,0.002340246617344106,,,,-0.01565368056671963,-0.0004382167598725128,,0.00927637217299149,,,,,,,0.00046495257319014246,,,,,0.000902531405751696,-0.0007377455412567577,,,0.0009084115532344884,,0.00046495257319014246,,,,,,,,0.0021649389732989435,,,,,,,0.0017530977729170551,,-0.0009869504985718339,,,,,,,-0.0007294338108050783,,,,,,-0.003745443115364678,,,,,,,,,,-0.007291030058164532,,0.0022230397743153198,,,,-0.0025579602713709944,,,,,,,,,,,0.0029860862502745756,,,,,,,,,0.0010440919720434458,,,,0.0009084115532344884,,,,,0.0010954666155260076,,,0.0038430773385981485,,,,,,,,,,,,,,,,0.004801748114964332,,,,,,,,0.007600556492283371,,,,,0.0019535315477003192,,,,,,0.0031719865302241084,0.001580559165681367,,,,,,-0.0010265054560564023
2021-12-09,-8.628255539530312e-05,,,,,,,0.005258513460330438,0.01520609895895391,,,,,,,0.0012785400353206684,,-0.000604270735026415,,,,,,0.0008321658603728884,,,,,0.001090497042755858,,,0.006593303258692661,,,,,,,,-0.00024502228287647145,,,0.001090497042755858,,,,,,,0.0005682802107444863,,,,,,,,-0.000442822659864563,,,,,0.0029105562463444495,,,,-0.0004862701573813314,,,,,,,,,-0.0012538076285166266,,,,,,,-0.00019751672972261443,0.005953548241949222,,,,,-0.0009464154162481832,-0.0009464154162481832,0.00024519432757938605,,,,,,,,,0.0009145083437707172,,,,,,,0.001522503265294087,,,,0.0037665701516051866,,,,0.006717582290143319,,,,,,,,,,,,,,0.00173306816593956,,0.0005529853137419462,,,,,,,0.001372203375739306,,,,,,,,,0.006375590731495925,,-0.00186965847577681,,,,0.013777410704354778,,,,,,,,0.00013798153157248852,,-0.008225848994111573,,,,,,,,,,,,,,-0.00031897592862794785,,,,,,,,8.010599650904758e-05,,,,,-0.00039326751154988675,,,,,,,,,,,,,
2021-12-10,-9.655085045930521e-05,,,,,-5.2261659268826305e-05,,-0.0026823112229076105,,0.003400046838617548,,,,,,,,-0.00035824135544914606,,,,,0.01482523302100195,0.001793503215303252,-5.242848104852947e-05,,,,,-0.0004029288581775315,,-0.0033871779649632798,,,-0.00665036665160694,,,,,0.003522786754537958,,,,,,,,,,0.0034994237826468564,-2.9163927046343166e-05,-0.0014970468557221684,,,,,,-0.00213147839401598,,,,,,,,,,,,,,,,,,-0.0003107429672278368,,0.0005284226432714039,,,,,,,,,,,-5.2261659268826305e-05,,,,,,,,,9.655085045930521e-05,,-0.00021477325250777359,,,,,,0.003400046838617548,0.010601856029574742,,,,0.08700640351921503,,,,,,,0.004925555932622243,,,,,,,,,,,0.0010043657618164377,,,,-0.0004179159561423321,,,,,,,,,,,,0.0001673185025655268,,,,,,,,,,,,-0.0002830177318899962,,,,-0.0006269466600046091,,,,,,,,,,,-0.00887302822772733,,0.0034994237826468564,,,,,,0.003400046838617548,,,,,0.0058693138104279705,0.00016290986100432484,,,,,,,,,,,-5.2261659268826305e-05,,,,,,0.0005890851291553135
2021-12-11,0.003249288220203333,,,,,,,0.003125823344249042,,-0.004717726242678826,,,,,,,,-0.006821161056740051,,,,,,0.06956271119730069,,,,,,,,,,,,,,,,0.003126500783685908,,,,,,,,,,,,,,,,,,-0.0021104917003654964,,,,-0.001996657740973732,,,,,,,,,,,,,,,,,,,,,,0.008369668107044577,,,,,,,,,,,,,,,,0.0014666100007765773,,,,,,,,,,,,,,,,,,,,,,,,,0.002400429293920967,,,,-0.004152376058138801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012592578569821013,,,,,,,,,,,0.0031507920945300296,,,0.003126500783685908,,,,,,,,,,,,,,,,,,,,,,,,,,
