date,industry_tone,becton_dickinson_diff,consolidated_edison_diff,centene_diff,cerner_diff,uber_technologies_diff,unitedhealth_diff,microsoft_diff,lululemon_athletica_diff,nvidia_diff,paccar_diff,blackstone_diff,edison_diff,lam_research_diff,mondelez_diff,lockheed_martin_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,regeneron_diff,micron_technology_diff,dollar_tree_diff,transdigm_diff,wells_fargo_diff,salesforce_diff,southwest_airlines_diff,equifax_diff,mckesson_diff,sherwin_williams_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,avalonbay_communities_diff,american_diff,expedia_diff,meta_platforms_diff,international_business_machines_diff,general_motors_diff,zimmer_biomet_holdings_diff,hilton_worldwide_holdings_diff,intuitive_surgical_diff,delta_air_lines_diff,ford_motor_diff,eaton_diff,conocophillips_diff,microchip_technology_diff,bristol_myers_squibb_diff,truist_financial_diff,northrop_grumman_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,t_rowe_price_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dow_diff,altria_diff,dollar_general_diff,constellation_brands_diff,marvell_technology_diff,american_electric_power_diff,oreilly_automotive_diff,chubb_ltd_diff,devon_diff,metlife_diff,blackrock_diff,travelers_companies_diff,intercontinental_exchange_diff,marathon_petroleum_diff,firstenergy_diff,berkshire_hathaway_diff,comcast_diff,ball_diff,emerson_electric_diff,costco_wholesale_diff,zoetis_diff,moderna_diff,union_pacific_diff,pepsico_diff,fifth_third_bancorp_diff,monster_beverage_diff,veeva_systems_diff,waste_management_diff,nucor_diff,schlumberger_diff,medtronic_diff,dupont_de_nemours_diff,pfizer_diff,electronic_arts_diff,republic_services_diff,prudential_financial_diff,palo_alto_networks_diff,analog_devices_diff,cadence_design_systems_diff,fedex_diff,verisk_analytics_diff,block_diff,autozone_diff,mastercard_diff,servicenow_diff,cummins_diff,nxp_semiconductors_diff,marriott_diff,realty_income_diff,cigna_diff,american_express_diff,aptiv_diff,vertex_diff,procter_&_gamble_diff,humana_diff,eli_lilly_diff,home_depot_diff,xcel_diff,philip_morris_diff,rockwell_automation_diff,abbvie_diff,walmart_diff,exxon_mobil_diff,kroger_diff,thermo_fisher_scientific_diff,abbott_laboratories_diff,oneok_diff,arista_networks_diff,us_bancorp_diff,cloudflare_diff,dominion_diff,occidental_petroleum_diff,tyson_foods_diff,allstate_diff,fortinet_diff,hess_diff,stryker_diff,ebay_diff,progressive_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,autodesk_diff,hp_diff,nextera_diff,chevron_diff,prologis_diff,kinder_morgan_diff,old_dominion_freight_line_diff,agilent_technologies_diff,cisco_systems_diff,illumina_diff,ross_stores_diff,boeing_diff,kimberly_clark_diff,honeywell_diff,general_mills_diff,motorola_solutions_diff,gilead_sciences_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,paypal_holdings_diff,mcdonalds_diff,resmed_diff,united_parcel_service_diff,global_payments_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,first_republic_bank_diff,boston_scientific_diff,synopsys_diff,halliburton_diff,parker_hannifin_diff,eversource_diff,msci_diff,visa_diff,adobe_diff,workday_diff,advanced_micro_devices_diff,activision_blizzard_diff,caterpillar_diff,welltower_diff,simon_property_diff,amgen_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,raytheon_technologies_diff,charter_communications_diff,ecolab_diff,ametek_diff,chipotle_mexican_grill_diff,paychex_diff,oracle_diff
2021-12-02,-0.0016704353891615494,0.009190363197854576,,,,,,-0.0037824535239741283,,-0.0028269255712591638,,,,,,,,0.0004283124091752936,,,,0.003959986568080522,0.03721967108059423,0.0031165774436955657,0.0016704353891615494,,,,,,,0.0018912481874282508,,,,,,,,1.1317707944420155e-05,,,,-0.00013713944233464145,,,,,,-0.0002564532562683308,,,,,,,0.012882802596155698,0.007022990342059072,,,,-0.0027681773815213455,,,,,,,,,,0.002578074076352952,,,,,,,,,,,,0.006783726750894944,-0.012115062267303835,,,,,,,,,,,,,,,-0.0001531502955134001,,,,,,,,,,,,,,,,,,-0.0012498268503875593,,,,,0.0007484364955602194,,,,,,-0.00011174390407277159,0.006403331042334955,0.0005428470707044941,,,,,,,0.004293945891074087,,-0.0011227046588804606,,,,,,,,,,,,,-0.0012498268503875593,,,,,,,,-0.0012498268503875593,,,,,,0.008095794138358377,,,,,-0.0011227046588804606,,,,,,,,-0.0012498268503875593,,,,,,,,,,,,,0.006636852946630098,,,,,,,,,,
2021-12-03,-0.0008078734756769541,,,,,,,-0.0014248194310583196,,-0.0011524705156643494,,,,,,-0.002809741477970387,,-0.0004007437290977756,,,,,,0.004109820622116544,-0.0008633944596881359,,,,,,,0.0017291058263020805,,,0.0017291058263020805,,,,,0.0017291058263020805,,,,,,,,,,,-0.0020818545045958423,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9362452795280063e-05,,,-0.002061217094339616,,0.002219082382359137,,,0.014589875283875592,,,0.00215656389727758,,,,,,,,,,,0.002196608285853148,,,,,,,-0.001424088454100822,,,,,,,,,0.002036299248049659,,,,,,,,,,,,,-0.0053746002723223454,-0.0014248194310583196,,,,,,,,,,,,,,,,,,,,,,,-0.0029608705903630336,,,,,,,,-0.001257142806882924,,0.0017868726795295387,,,,,,,,,-0.007775228113913463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,-0.002225660218881358,,,,,,,0.005169520797644343,,,,,,,,,,-0.001677328292262617,,,,0.00011328168064730264,,0.0028349355204802715,,,,,,,,-0.003660892822776904,,,,,,,,0.00011328168064730264,,,,,,,,,,,,,,,,,,,,,,0.00011328168064730264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002653160430024932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004693044994857204,,,,,,,,
2021-12-05,-0.002225660218881358,,,,,,,0.005169520797644343,,,,,,,,,,-0.001677328292262617,,,,0.00011328168064730264,,0.0028349355204802715,,,,,,,,-0.003660892822776904,,,,,,,,0.00011328168064730264,,,,,,,,,,,,,,,,,,,,,,0.00011328168064730264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002653160430024932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004693044994857204,,,,,,,,
2021-12-06,-0.0017428539322206869,,,,,,,-0.009475834328040847,,0.0009517084326518615,,,,,,-0.007111043144631131,,-0.0011955419772557451,0.00257528726799159,,,,0.001841200843574469,0.00025619866405281384,,,,,,,,0.0005341359675635996,,,,,,,,,,,-0.0006723133181114052,,,,,,,,0.005620813874137277,,0.005776331798510895,,,,,,,,,,,,,,,,,0.000778268015175076,,,,,,,,0.005466416637016634,,,,,,,,,,,-0.0002453899566711498,0.004605988921877614,,,,,,,,,,-0.00021217716026511414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005759730749083059,,,,,,,,,,,,,,,,,,,,,,,0.005776331798510895,,,,,,,,0.0028368081939930023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,-0.0005463137400055574,,,,,,,-0.004121174404574569,,,,,,,0.010885059710935424,0.0012430464112083224,,-0.001366219824380944,,,,0.00402152678297657,,0.0023462242941672787,-0.0001642567059484555,,,,,,,-0.0031278797745180023,,,-0.00031542269995603594,,,,,,,,,,,,,,,,-0.0038552356053640153,,,,,,0.002193466225146872,0.00562658197816853,,,,,-0.0038552356053640153,,,,0.012626310160747362,,,,,,,,,,,-0.0032561767048392286,,,,,,-0.0011266684343693735,,,,,,,0.010885059710935424,,,,,,,,,-0.00047422082228675694,,,,,,,,,,-0.0001642567059484555,,,,,,,,0.0012447188446484685,,,,,,,,,,,0.018810897307500234,0.0005463137400055574,,,,,,,,,,,,,,,,,,,,,,,-0.007636992315640931,,,,,,,,0.0004564021012824729,,,,,,,,,,,,,,,,-0.0015775800653041704,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00031542269995603594
2021-12-08,-0.0012469266902709751,,,,,,,-0.00011238099324971927,,0.0012469266902709751,,,,,,0.000833761932479498,,-0.0010377317842642972,,,,0.002038143591083129,,0.0008112408635313117,,,,,,,,,,0.002856196081967145,2.116069684402074e-05,,,,,,,,,,,,,,,,0.010451639503231214,0.002577271182977362,0.001690385670315321,,,,,0.0005487001855928579,,,,,,,0.010058346290072323,,,,,,,,,,,,0.0016845055228325286,,,,0.001690385670315321,,,,,,,,,,0.0029469130903797764,,,,,,,0.0025350718899978877,,-0.0003162445467112672,,,,,,,5.254030627575433e-05,,,,,,,,,,,,,,,,-0.0065090559410836985,,0.003005013891396152,,,,0.0033918123191810185,,,,,,,,,,,0.0037680603673554084,,,,,,,,,0.0024416698204979747,,,,0.001690385670315321,,,,,0.0018774407326068404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002577271182977362,,,,,,,,,,,,,-0.0002445313389755697
2021-12-09,0.0002818106906416532,,,,,,,-0.0021860647943092474,,,,,,,,0.000910446789283712,,-0.0011582251537919966,,,,,,-0.000288491318697396,,,,,,,,0.006225210012655705,,,,,,,,-8.88859728744612e-05,,,,,,,,,,0.00020018696470752994,,,,,,,,-0.0005794973011670269,,,,,,,,,-0.0008543634034182877,,,,,,,,,-0.0016219008745535829,,,,,,,-0.0013145086622851395,,,,,,-0.0013145086622851395,-0.0013145086622851395,,,,,,,,,,0.00094551664742639,,,,,,,0.0011544100192571306,,,,0.00015316860434390594,,,,0.0063494890441063625,,,,,,,,,,,,,,0.0005456910687029043,,0.00018489206770498998,,,,,,,0.0010041101297023497,,,,,,,,,0.006007497485458969,,,,,,0.013409317458317822,,,,,,,,-0.0002301117144644678,,,,,,,,,,,,,,,,-0.0006870691746649042,,,,,,,,0.00015316860434390594,,,,,,,,,,,,,,,,,,
2021-12-10,-0.0003488509203490242,,,,,0.0002000384106208927,,-0.002954419640507011,,,,,,,,,,-0.0004391836328171698,,,,,0.01507753309089167,-0.00032397886717132823,0.0002000384106208927,,,,,-0.0003874104426180111,,,,,-0.006398066581717221,,,,,0.003775086824427677,,,,,,,,,,0.0037517238525365754,0.00022313614284337583,-0.0012447467858324494,,,,,,-0.0018791783241262612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002000384106208927,,,,,,,,,,,4.0204427655851605e-05,,,,,,,,,,,,,,,,,,0.003266474565222074,,,,,,,,,,,0.0015969452419119811,,,,-0.00016561588625261316,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005408127817209505,,,,,,,,,,,-0.00862072815783761,,0.0037517238525365754,,,,,,,,,,,,,,,,,,,,,,,0.0002000384106208927,,,,,,
2021-12-11,0.0020878370953555966,,,,,,,,,,,,,,,,,-0.00775632290528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009490405755177604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026280611256243136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0029909249332910654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
