0,1,2,company
-1.2339801,0.071557805,0.39182162,london stock exchange
-1.808256,0.82212013,-0.20611598,natwest
-1.5607486,0.6055139,-0.19887719,shell
-0.56783646,0.15109964,-0.6337661,vodafone
-1.5923187,0.44250742,0.43174213,glaxosmithkline
1.5625908,-1.0547138,-0.7163235,astrazeneca
-0.6474955,0.13143407,-0.29881844,rentokil initial
-0.6942919,0.09009109,-0.13059464,spirax sarco engineering
0.34708878,-2.085769,1.6107413,melrose industries
-0.69393295,0.31884807,-0.27454564,barclays
0.9777533,-2.305404,1.5779539,rio tinto
4.4115534,4.756065,0.92733395,unilever
-0.99909556,0.47795776,-0.22461733,lloyds banking
-1.5601999,0.67596,0.43576723,experian
-0.57413626,0.19350915,-0.45722088,imperial brands
-1.3474982,0.6135232,0.17611492,diageo
0.9633019,-0.5335053,-0.63175887,schroders
1.9202025,-0.82380474,-0.7250144,johnson matthey
1.8452504,-0.79525363,-0.71365136,intercontinental hotels
-1.2656434,0.6982837,0.13540614,sage
-0.90884095,0.32183316,0.21760504,glencore
0.530896,-0.2376924,-0.5829523,pearson
1.5535314,-1.5855697,0.4797638,ocado
-1.0296189,0.5479969,0.2430151,antofagasta
0.9529323,-0.5307953,-0.38242975,bp
1.3474209,-0.7160524,-0.38098451,prudential
1.0087508,-0.55315924,-0.347519,british american tobacco
-0.9373776,0.30342013,0.27792573,tesco
