,company,n0_rec,n0_conf,n1_rec,n1_conf,n2_rec,n2_conf,n3_rec,n3_conf,n4_rec,n4_conf,n5_rec,n5_conf,n6_rec,n6_conf,n7_rec,n7_conf,n8_rec,n8_conf,n9_rec,n9_conf,n10_rec,n10_conf,n11_rec,n11_conf,n12_rec,n12_conf,n13_rec,n13_conf,n14_rec,n14_conf,n15_rec,n15_conf,n16_rec,n16_conf,n17_rec,n17_conf,n18_rec,n18_conf,n19_rec,n19_conf,n20_rec,n20_conf,n21_rec,n21_conf,n22_rec,n22_conf,n23_rec,n23_conf,n24_rec,n24_conf
0,london stock exchange,spirax sarco engineering,0.9873768091201782,melrose industries,0.9853430986404419,schroders,0.9850252866744995,johnson matthey,0.9847351908683777,prudential,0.9754651784896851,experian,0.9751336574554443,rentokil initial,0.935501754283905,sage,0.8945610523223877,ocado,0.6868555545806885,tesco,0.5671334266662598,glencore,0.4835830330848694,antofagasta,0.46067920327186584,barclays,0.42576318979263306,imperial brands,0.4173806309700012,natwest,0.39194560050964355,rio tinto,0.3590496778488159,intercontinental hotels,0.17990852892398834,bp,0.1660074144601822,shell,0.1372579038143158,lloyds banking,0.13688258826732635,diageo,0.08551250398159027,british american tobacco,0.022921890020370483,astrazeneca,0.021394863724708557,pearson,-0.008694201707839966,unilever,-0.020332634449005127
1,natwest,barclays,0.9921973943710327,rio tinto,0.9855854511260986,antofagasta,0.9685077667236328,intercontinental hotels,0.9608221054077148,bp,0.9538552761077881,shell,0.9383499622344971,glencore,0.9380977749824524,lloyds banking,0.9372206926345825,diageo,0.9280560612678528,british american tobacco,0.9178564548492432,pearson,0.907853364944458,astrazeneca,0.905044674873352,unilever,0.9014766812324524,vodafone,0.885357141494751,glaxosmithkline,0.8672833442687988,rentokil initial,0.6267697811126709,prudential,0.5189913511276245,experian,0.5103063583374023,schroders,0.4951454997062683,johnson matthey,0.4139431416988373,tesco,0.40724802017211914,london stock exchange,0.39194566011428833,ocado,0.3827689290046692,sage,0.3398676812648773,spirax sarco engineering,0.33006152510643005
2,shell,unilever,0.9802187085151672,lloyds banking,0.974666178226471,bp,0.9743964672088623,vodafone,0.9579575061798096,diageo,0.9541435241699219,pearson,0.9518378973007202,british american tobacco,0.9428544640541077,natwest,0.9383498430252075,intercontinental hotels,0.9201838970184326,astrazeneca,0.9136282801628113,barclays,0.898344874382019,rio tinto,0.8977388143539429,glaxosmithkline,0.8901360034942627,antofagasta,0.8396961092948914,glencore,0.7865049839019775,tesco,0.4536950886249542,ocado,0.37494832277297974,rentokil initial,0.361477255821228,prudential,0.2775416374206543,experian,0.2717943489551544,schroders,0.22846999764442444,sage,0.206694096326828,johnson matthey,0.1711660474538803,london stock exchange,0.13725793361663818,imperial brands,0.1328042894601822
3,vodafone,pearson,0.9948389530181885,unilever,0.9918922781944275,british american tobacco,0.9877405166625977,diageo,0.9835854172706604,lloyds banking,0.9751799702644348,bp,0.9673236012458801,shell,0.9579575061798096,astrazeneca,0.9558991193771362,glaxosmithkline,0.954614520072937,intercontinental hotels,0.9414781928062439,natwest,0.8853570818901062,rio tinto,0.8824236392974854,barclays,0.8518029451370239,antofagasta,0.7961196899414062,glencore,0.7381899356842041,rentokil initial,0.23017670214176178,tesco,0.22349627315998077,imperial brands,0.20122206211090088,ocado,0.13543221354484558,prudential,0.11008328199386597,experian,0.10203003883361816,schroders,0.06500415503978729,johnson matthey,-0.00595836341381073,sage,-0.020844869315624237,london stock exchange,-0.052500754594802856
4,glaxosmithkline,astrazeneca,0.9933423399925232,pearson,0.9681606292724609,british american tobacco,0.9654770493507385,intercontinental hotels,0.9607349038124084,vodafone,0.954614520072937,unilever,0.9451736211776733,diageo,0.9283667802810669,bp,0.8990116715431213,lloyds banking,0.897250771522522,rio tinto,0.8951420783996582,shell,0.8901360034942627,natwest,0.8672832250595093,barclays,0.8638501167297363,antofagasta,0.8333312273025513,glencore,0.8047880530357361,rentokil initial,0.22743812203407288,imperial brands,0.12957796454429626,prudential,0.06447449326515198,schroders,0.05433274805545807,experian,0.050508901476860046,tesco,0.02101314440369606,ocado,-0.05194073170423508,johnson matthey,-0.0584481880068779,london stock exchange,-0.06598064303398132,spirax sarco engineering,-0.12536510825157166
5,astrazeneca,glaxosmithkline,0.9933423399925232,intercontinental hotels,0.9760687947273254,pearson,0.9723401069641113,british american tobacco,0.9697853922843933,vodafone,0.9558991193771362,unilever,0.9531100988388062,diageo,0.9403591156005859,rio tinto,0.9257982969284058,bp,0.9204715490341187,lloyds banking,0.9156830906867981,shell,0.9136282801628113,natwest,0.9050446152687073,barclays,0.9021114110946655,antofagasta,0.8705295324325562,glencore,0.8435637950897217,rentokil initial,0.3032962679862976,prudential,0.1496811956167221,imperial brands,0.14746516942977905,schroders,0.13837085664272308,experian,0.13599835336208344,tesco,0.09835993498563766,ocado,0.032578833401203156,johnson matthey,0.0276874378323555,london stock exchange,0.021394863724708557,spirax sarco engineering,-0.04251202940940857
6,rentokil initial,schroders,0.9800357818603516,prudential,0.9737634658813477,experian,0.9693578481674194,johnson matthey,0.9450197219848633,london stock exchange,0.935501754283905,spirax sarco engineering,0.9331768751144409,melrose industries,0.9252067804336548,sage,0.7823249101638794,glencore,0.7104429602622986,antofagasta,0.7005139589309692,barclays,0.6653367280960083,natwest,0.6267697811126709,rio tinto,0.6248176693916321,imperial brands,0.6047987937927246,ocado,0.5698208808898926,intercontinental hotels,0.46981629729270935,tesco,0.46300220489501953,bp,0.43387824296951294,lloyds banking,0.4003027677536011,diageo,0.3752666115760803,shell,0.361477255821228,british american tobacco,0.32441943883895874,astrazeneca,0.3032962679862976,pearson,0.283997118473053,unilever,0.24190255999565125
7,spirax sarco engineering,melrose industries,0.9993389844894409,johnson matthey,0.9886410236358643,london stock exchange,0.9873768091201782,schroders,0.9807774424552917,prudential,0.9735721349716187,experian,0.9734760522842407,rentokil initial,0.9331768751144409,sage,0.8747141361236572,ocado,0.6343351602554321,imperial brands,0.5250292420387268,tesco,0.5035431385040283,glencore,0.42637813091278076,antofagasta,0.40745803713798523,barclays,0.3675054609775543,natwest,0.33006149530410767,rio tinto,0.3113724887371063,intercontinental hotels,0.13009996712207794,bp,0.1184227243065834,lloyds banking,0.09038524329662323,shell,0.06074553728103638,diageo,0.04701791703701019,british american tobacco,-0.020559117197990417,astrazeneca,-0.04251202940940857,pearson,-0.05777762085199356,unilever,-0.0864928662776947
8,melrose industries,spirax sarco engineering,0.9993389844894409,johnson matthey,0.9867441654205322,london stock exchange,0.9853430986404419,schroders,0.9763794541358948,experian,0.9691760540008545,prudential,0.9688850045204163,rentokil initial,0.9252067804336548,sage,0.8746038675308228,ocado,0.6321799755096436,imperial brands,0.523216962814331,tesco,0.49959486722946167,glencore,0.40636324882507324,antofagasta,0.3860081434249878,barclays,0.3460615873336792,natwest,0.3082978129386902,rio tinto,0.28967225551605225,intercontinental hotels,0.10771903395652771,bp,0.09712880104780197,lloyds banking,0.06922250986099243,shell,0.038971126079559326,diageo,0.0259694904088974,british american tobacco,-0.042679838836193085,astrazeneca,-0.06525348126888275,pearson,-0.0798698365688324,unilever,-0.10870461910963058
9,barclays,rio tinto,0.9927636981010437,natwest,0.9921971559524536,antofagasta,0.9881337285041809,glencore,0.9691735506057739,intercontinental hotels,0.9621274471282959,bp,0.9233263731002808,astrazeneca,0.902111291885376,diageo,0.9010067582130432,lloyds banking,0.9006730318069458,british american tobacco,0.8990715742111206,shell,0.8983447551727295,pearson,0.8842114210128784,unilever,0.8655366897583008,glaxosmithkline,0.8638500571250916,vodafone,0.8518028855323792,rentokil initial,0.6653366088867188,prudential,0.5428609848022461,schroders,0.5324821472167969,experian,0.5321391224861145,johnson matthey,0.43712538480758667,london stock exchange,0.4257631301879883,spirax sarco engineering,0.36750543117523193,melrose industries,0.3460615575313568,imperial brands,0.34581002593040466,tesco,0.33793905377388
10,rio tinto,barclays,0.992763876914978,natwest,0.9855854511260986,antofagasta,0.9822549819946289,intercontinental hotels,0.9812545776367188,glencore,0.9585164785385132,bp,0.9394418001174927,british american tobacco,0.9312121272087097,diageo,0.9295220971107483,astrazeneca,0.9257983565330505,lloyds banking,0.9191871881484985,pearson,0.9146918058395386,shell,0.8977389335632324,glaxosmithkline,0.8951421976089478,unilever,0.8841922283172607,vodafone,0.8824237585067749,rentokil initial,0.6248177289962769,prudential,0.4898255169391632,experian,0.4785621464252472,schroders,0.47808367013931274,imperial brands,0.3926886022090912,johnson matthey,0.3797701895236969,london stock exchange,0.3590496778488159,spirax sarco engineering,0.3113724887371063,melrose industries,0.28967225551605225,tesco,0.2648772597312927
11,unilever,vodafone,0.9918922781944275,pearson,0.9866586923599243,shell,0.9802187085151672,british american tobacco,0.9770563840866089,lloyds banking,0.9725913405418396,diageo,0.9725015163421631,bp,0.9699777960777283,astrazeneca,0.9531100988388062,glaxosmithkline,0.9451736211776733,intercontinental hotels,0.9368820786476135,natwest,0.9014766216278076,rio tinto,0.884192168712616,barclays,0.8655368089675903,antofagasta,0.8087630271911621,glencore,0.7553519606590271,tesco,0.2890271842479706,rentokil initial,0.24190255999565125,ocado,0.19852355122566223,prudential,0.13147573173046112,imperial brands,0.1312049925327301,experian,0.1239737868309021,schroders,0.08771254122257233,sage,0.025259315967559814,johnson matthey,0.01700688898563385,london stock exchange,-0.020332634449005127
12,lloyds banking,bp,0.9938397407531738,diageo,0.9911487102508545,vodafone,0.97517991065979,shell,0.9746661186218262,pearson,0.9730859994888306,unilever,0.9725913405418396,british american tobacco,0.9713780879974365,intercontinental hotels,0.9410014152526855,natwest,0.9372206926345825,rio tinto,0.9191870093345642,astrazeneca,0.9156830310821533,barclays,0.9006730318069458,glaxosmithkline,0.897250771522522,antofagasta,0.8441199064254761,glencore,0.7809381484985352,rentokil initial,0.4003027677536011,tesco,0.383197546005249,imperial brands,0.3181982636451721,ocado,0.31601032614707947,prudential,0.30523985624313354,experian,0.299272745847702,schroders,0.2500132918357849,johnson matthey,0.19642938673496246,sage,0.18896031379699707,london stock exchange,0.13688258826732635
13,experian,prudential,0.9993540644645691,johnson matthey,0.9933629035949707,schroders,0.9891554117202759,london stock exchange,0.9751336574554443,spirax sarco engineering,0.9734760522842407,rentokil initial,0.9693578481674194,melrose industries,0.9691760540008545,sage,0.9054344296455383,ocado,0.717494010925293,tesco,0.6100469827651978,imperial brands,0.5566630363464355,glencore,0.5559773445129395,antofagasta,0.5537151098251343,barclays,0.5321391820907593,natwest,0.5103063583374023,rio tinto,0.47856205701828003,bp,0.3254369795322418,intercontinental hotels,0.30796217918395996,lloyds banking,0.2992727756500244,shell,0.2717943489551544,diageo,0.25066423416137695,british american tobacco,0.17652535438537598,pearson,0.14257758855819702,astrazeneca,0.13599835336208344,unilever,0.1239738017320633
