DATE,SourceCommonName,URL,E,S,G,Organization,Tone,PositiveTone,NegativeTone,Polarity,ActivityDensity,SelfDensity,WordCount
2022-03-01 23:45:00,kacu.org,https://www.kacu.org/2022-03-01/putins-claim-of-fighting-against-ukraine-neo-nazis-distorts-history-scholars-say,False,True,False,twitter,-5.43311122501281,2.05023065094823,7.48334187596105,9.53357252690928,17.5294720656074,0.563813429010764,1721.0
2022-03-01 23:45:00,msn.com,https://www.msn.com/en-us/news/politics/former-broadcaster-cory-hepola-runs-for-minnesota-governor/ar-AAUu5d5,False,True,False,twitter,0.961538461538461,3.36538461538462,2.40384615384615,5.76923076923077,21.1538461538462,3.84615384615385,186.0
2022-03-01 23:45:00,kacu.org,https://www.kacu.org/2022-03-01/target-is-raising-its-minimum-wage-to-as-much-as-24-hour,False,True,True,walmart,3.6036036036036,3.6036036036036,0.0,3.6036036036036,28.5285285285285,0.0,300.0
2022-03-01 23:45:00,theuknews.com,https://www.theuknews.com/news/272348934/uk-sanctions-russias-biggest-bank,False,False,False,mastercard,-1.79372197309417,2.24215246636771,4.03587443946188,6.2780269058296,15.2466367713004,0.0,209.0
2022-03-01 23:45:00,theuknews.com,https://www.theuknews.com/news/272348934/uk-sanctions-russias-biggest-bank,False,False,False,visa,-1.79372197309417,2.24215246636771,4.03587443946188,6.2780269058296,15.2466367713004,0.0,209.0
2022-03-01 23:45:00,wvxu.org,https://www.wvxu.org/local-news/2022-03-01/western-hills-viaduct-project-gets-underway-this-week-but-dont-expect-to-drive-on-a-new-bridge-soon,False,False,True,norfolk southern,-0.715990453460621,0.715990453460621,1.43198090692124,2.14797136038186,24.3436754176611,0.715990453460621,381.0
2022-03-01 23:45:00,wvxu.org,https://www.wvxu.org/local-news/2022-03-01/western-hills-viaduct-project-gets-underway-this-week-but-dont-expect-to-drive-on-a-new-bridge-soon,False,False,True,duke,-0.715990453460621,0.715990453460621,1.43198090692124,2.14797136038186,24.3436754176611,0.715990453460621,381.0
2022-03-01 23:45:00,caledonianrecord.com,https://www.caledonianrecord.com/news/national/live-updates-gop-slams-biden-for-not-halting-russian-oil/article_bfe59b2b-16b7-532e-9dd5-94c10ccca713.html,True,True,True,twitter,-3.45727332028702,1.98956294846706,5.44683626875408,7.43639921722114,20.5805609915199,0.45662100456621,2791.0
2022-03-01 23:45:00,washingtontimes.com,https://www.washingtontimes.com:443/news/2022/mar/1/gop-candidates-go-all-out-capture-electoral-energy/,False,True,False,twitter,0.568181818181818,2.61363636363636,2.04545454545455,4.65909090909091,24.6590909090909,0.568181818181818,809.0
2022-03-01 23:45:00,go.com,https://abcnews.go.com/Business/wireStory/jm-smucker-bank-america-fall-target-workday-rise-83186306,False,True,True,workday,4.61538461538461,5.12820512820513,0.512820512820513,5.64102564102564,22.5641025641026,0.0,178.0
