0,1,2,company
-2.0138154,-1.5025628,-0.031134084,goldman sachs
2.4176416,-1.0225457,-0.19653895,pfizer
-1.9659902,-1.4984944,0.03023781,visa
2.4166002,-1.0731512,-0.14556795,synopsys
-0.21442099,1.1090976,-2.4786782,starbucks
-0.22924024,1.0661364,-2.4353664,devon
0.06670884,1.1047109,2.7789154,mastercard
0.08705332,0.9667068,2.6056137,netflix
-0.21252114,0.57613236,0.8152053,expedia
-0.42130333,2.8204331,-0.27017325,twitter
-0.38646743,2.7259393,-0.27621332,cadence design systems
2.3967006,-1.0497001,-0.21218553,microsoft
-2.261153,-1.6506004,-0.03175505,pepsico
-2.0003345,-1.5122861,-0.014970954,eli lilly
2.3205411,-1.0598172,-0.1373861,exxon mobil
