date,industry_tone,northern_star_resources_ltd_diff,ramsay_health_care_ltd_diff,national_australia_bank_ltd_diff,fortescue_metals_group_ltd_diff,qantas_airways_ltd_diff,crown_resorts_ltd_diff,suncorp_group_ltd_diff,woodside_petroleum_ltd_diff,newcrest_mining_ltd_diff,scentre_diff,santos_ltd_diff,cochlear_ltd_diff
2021-12-22,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-23,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-24,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-25,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-26,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-27,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-28,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-29,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-30,0.006807815372047103,,,,,,,,,0.0,,,
2021-12-31,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-01,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-02,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-03,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-04,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-05,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-06,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-07,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-08,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-09,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-10,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-11,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-12,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-13,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-14,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-15,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-16,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-17,0.006807815372047103,,,,,,,,,0.0,,,
2022-01-18,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-19,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-20,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-21,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-22,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-23,-0.0018524178684227587,,,,,0.0,,,,,,,
2022-01-24,0.0034583271577491217,0.0,,,,,,,,,,,
