date,industry_tone,emera_diff,blackberry_ltd_diff,gildan_activewear_diff,barrick_gold_diff,thomson_reuters_diff,ballard_power_systems_diff,cenovus_diff,metro_diff,kinross_gold_diff,pembina_pipeline_diff,altagas_ltd_diff,suncor_diff,magna_diff,fortis_diff,lightspeed_commerce_diff,canadian_natural_resources_ltd_diff,nutrien_ltd_diff,wheaton_precious_metals_diff,bausch_health_companies_diff,agnico_eagle_mines_ltd_diff,cameco_diff,telus_diff,constellation_software_diff,loblaw_companies_ltd_diff,imperial_oil_ltd_diff,ritchie_bros_auctioneers_diff,quebecor_diff,canopy_growth_diff,shaw_communications_diff,tc_diff,sun_life_financial_diff,enbridge_diff,canadian_national_railway_diff,canadian_pacific_railway_ltd_diff,manulife_financial_diff,dollarama_diff
2021-12-02,0.002959473197337413,,,,,,,4.336808689942018e-19,,,,,4.336808689942018e-19,,,,,,,,,,,,,,,,,,,,,,,4.336808689942018e-19,
2021-12-03,0.0001315733709324789,,,,,,,-0.00017769344375532476,,,,0.0007389759531089922,-0.00017769344375532476,,,-0.0025510242672459847,,,,,,,,,,,,,,,,,,,0.0007389759531089922,,
2021-12-04,-0.0026587089142473086,,,,,,,,,,,,,,,-0.0002855458948605033,,,,,,,,,,,,,,,0.0011116313437779257,,,,,,
2021-12-05,-0.0026587089142473086,,,,,,,,,,,,,,,-0.0002855458948605033,,,,,,,,,,,,,,,0.0011116313437779257,,,,,,
2021-12-06,-0.0009562606383996023,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,
2021-12-07,-0.0009562606383996023,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,
2021-12-08,-0.0036652592071311206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2021-12-09,0.00032097675177741175,,,,,0.005828025879995725,,6.809245548354792e-05,,-0.0017645901160281315,,,6.809245548354792e-05,,,,,,,,,,,,,,,,,,,,-0.0017645901160281315,,,,
2021-12-10,0.00032097675177741175,,,,,0.005828025879995725,,6.809245548354792e-05,,-0.0017645901160281315,,,6.809245548354792e-05,,,,,,,,,,,,,,,,,,,,-0.0017645901160281315,,,,
2021-12-11,0.00032097675177741175,,,,,0.005828025879995725,,6.809245548354792e-05,,-0.0017645901160281315,,,6.809245548354792e-05,,,,,,,,,,,,,,,,,,,,-0.0017645901160281315,,,,
2021-12-12,0.00032097675177741175,,,,,0.005828025879995725,,6.809245548354792e-05,,-0.0017645901160281315,,,6.809245548354792e-05,,,,,,,,,,,,,,,,,,,,-0.0017645901160281315,,,,
2021-12-13,-0.001691016426895046,,,0.003926238416370339,,-0.0025705199532919665,,,,,,,0.003926238416370339,,,,,,,,,,,,,,,,,,,,0.003926238416370339,,0.003926238416370339,0.003926238416370339,
2021-12-14,0.0029670272386881883,,,,,,,-7.032968081114015e-05,,,,,-7.032968081114015e-05,,,,,,,,,,,,,,,,,,,,,,-7.032968081114015e-05,-7.032968081114015e-05,0.0005967646358663362
2021-12-15,0.0002723741931521964,,,,,0.0002477260201995462,,-6.064884327605576e-05,,,,,-6.064884327605576e-05,,,,,,,,,,,,,,,,-6.064884327605576e-05,,,-6.064884327605576e-05,-6.064884327605576e-05,,,,
2021-12-16,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-17,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-18,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-19,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-20,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-21,-0.0003765828748759392,,,,,-0.00039132402986923797,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027839399019921135,,,,
2021-12-22,0.01907616841531542,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,0.007585688176141466,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,0.007585688176141466,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,0.007585688176141466,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,0.00043323239018641966,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,0.00177950707329063,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,0.00177950707329063,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,-0.008383986585621478,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,-0.008383986585621478,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,0.0017053146653580973,,,,,-0.0023979953395672875,,,,,,,,,,,,,,,,,,,,,,,,,,0.008554252380912545,,,,,
2022-01-01,0.0017053146653580973,,,,,-0.0023979953395672875,,,,,,,,,,,,,,,,,,,,,,,,,,0.008554252380912545,,,,,
2022-01-02,0.0017053146653580973,,,,,-0.0023979953395672875,,,,,,,,,,,,,,,,,,,,,,,,,,0.008554252380912545,,,,,
2022-01-03,0.0017053146653580973,,,,,-0.0023979953395672875,,,,,,,,,,,,,,,,,,,,,,,,,,0.008554252380912545,,,,,
2022-01-04,-0.0029935304879647948,,0.000549558544762704,,,-0.00247465036089951,,0.000549558544762704,,,,,0.000549558544762704,,,,,0.000549558544762704,,,,,,,,0.025465440600324345,,,,,0.000549558544762704,,,,,0.000549558544762704,
2022-01-05,-0.003075675790345758,,,,,,,,,,,,0.006435890844109195,,,,,,,,,,,,,,,,,,-0.004086279901021712,,0.001046486316115316,,,,
2022-01-06,-0.002977517814740011,,,,,0.0002720965937367905,,-0.0003905989793027138,,,,,-0.0003905989793027138,,,,,,,,,,,,,,,,,,,,-0.0003905989793027138,,,-0.0003905989793027138,
2022-01-07,-0.0048236703199850085,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,-0.0048236703199850085,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.0031859816806053334,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.002216743676832409,-0.0005128119515112927,,,,-0.00027797462310225236,,,,,,,,,0.002603972858423533,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,0.0015513295692948467,,,,,0.0017711503297017624,,,,,,,-0.0015513295692948467,,,-0.00022489956721677288,-0.0015513295692948467,,,,,,,,,,,,,,,,,,,,
2022-01-12,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-13,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-14,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-15,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-16,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-17,-0.00432517412054042,,,,,0.0004809800668542012,,,,,,,,,,,,-0.0017072804852386707,,,,,,,,,-0.0017072804852386707,,,,,,,,,,
2022-01-18,0.00029322205813502413,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,0.00029322205813502413,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
