date,industry_tone,severn_trent_diff,tesco_diff,standard_chartered_diff,ocado_diff,national_grid_diff,bt_diff,imperial_brands_diff,spirax_sarco_engineering_diff,glencore_diff,lloyds_banking_diff,melrose_industries_diff,unilever_diff,british_american_tobacco_diff,croda_diff,bp_diff,astrazeneca_diff,reckitt_benckiser_diff,intertek_diff,shell_diff,sage_diff,vodafone_diff,rio_tinto_diff,rentokil_initial_diff,associated_british_foods_diff,barclays_diff,diageo_diff,prudential_diff,bae_systems_diff,pearson_diff,experian_diff,london_stock_exchange_diff,natwest_diff,schroders_diff,antofagasta_diff,glaxosmithkline_diff,burberry_diff,phoenix_group_holdings_diff,johnson_matthey_diff,entain_diff,intercontinental_hotels_diff,kingfisher_diff,aviva_diff
2021-12-02,-0.0037736323727342595,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2021-12-03,0.0006576305581952401,,,,,,,,,,,,,,,,,,,-0.0015282816559618953,,,0.003391252962174021,,,,,,,,,,,,,,,,,,,,
2021-12-04,-0.0023345776000975,,,,,0.004332677185380823,,,,,,,,,,,,,,-0.02003078292951424,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,-0.0023345776000975,,,,,0.004332677185380823,,,,,,,,,,,,,,-0.02003078292951424,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,-0.0023345776000975,,,,,0.004332677185380823,,,,,,,,,,,,,,-0.02003078292951424,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,-0.0010117906965376132,,,,,,,,,,,,,,,,,,,-0.0003431218777285355,,,,,,,,,,,0.00015005425657601992,,,,,,,,,,,,
2021-12-08,-0.009179441389266718,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
2021-12-09,0.0007193425285929434,,,,,,,,,,,,,,,,,,,0.0010442447613101336,,,,,,,,,,,,-0.0006057719842493246,,,,,,,,,,,
2021-12-10,-0.0010725873076861674,,,,,0.0025007098977292965,,,,,,,,,,,,,,-0.0020211657860669217,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,0.006375789003889241,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2021-12-12,0.006375789003889241,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2021-12-13,0.006375789003889241,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2021-12-14,0.006375789003889241,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2021-12-15,-0.0007831436597581158,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-16,-0.0007831436597581158,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,-0.007313407835726709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021-12-18,-0.007313407835726709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
2021-12-19,-0.0015415681612824545,,,,,,,,,,,,,,,,0.00016873145162883923,,,,,,0.00016873145162883923,,,,,,,,,,,,,-6.362147841766403e-05,,,,,,,
2021-12-20,-0.0015415681612824545,,,,,,,,,,,,,,,,0.00016873145162883923,,,,,,0.00016873145162883923,,,,,,,,,,,,,-6.362147841766403e-05,,,,,,,
2021-12-21,0.001573894110162263,,,,,-0.0010791290338973188,,,,,,,,,,,,,,-0.0008995943704419623,,,0.004346827428435916,,,,,,,,,,,,,,,,,,,,
2021-12-22,0.00038100092442640895,,,,,,,,,,,,,,,,-0.0018724558200338914,,,,,,0.0005725691350516857,,,,,,,,,,,,,,,,,,,,
2021-12-23,-0.0007394042467965085,,,,,,,,,,,,,,,,-9.161262700111447e-05,,,,,,,,,,,,,5.4967576200668725e-05,,,,,,,,,,,,,
2021-12-24,-0.0007394042467965085,,,,,,,,,,,,,,,,-9.161262700111447e-05,,,,,,,,,,,,,5.4967576200668725e-05,,,,,,,,,,,,,
2021-12-25,-0.001441157944976589,,,,,,,,,,,,,,,,,,,,,,0.001441157944976589,,,,,,,,,,,,-0.000592167055711152,,,,,,,,
2021-12-26,-0.001441157944976589,,,,,,,,,,,,,,,,,,,,,,0.001441157944976589,,,,,,,,,,,,-0.000592167055711152,,,,,,,,
2021-12-27,0.0027152345544926735,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,-0.001507408914816325,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,-0.0006663163876998358,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,-0.0006663163876998358,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.0006663163876998358,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.0006274576067679317,,,,,,,0.0023721761981984548,,,,,,,,,-0.0018395097009813077,,,,,,,,,,,,,,,,,-0.002377350085539761,,,,,,,,,
2022-01-08,-0.0006274576067679317,,,,,,,0.0023721761981984548,,,,,,,,,-0.0018395097009813077,,,,,,,,,,,,,,,,,-0.002377350085539761,,,,,,,,,
2022-01-09,-0.0006274576067679317,,,,,,,0.0023721761981984548,,,,,,,,,-0.0018395097009813077,,,,,,,,,,,,,,,,,-0.002377350085539761,,,,,,,,,
2022-01-10,0.0020472450745206185,,,,,-0.0015976509937478296,,,,,,,,,,,,,,,,,0.0013136241504148817,,,,,,,,,,,,,,,,,,,,
2022-01-11,-0.001783792461693062,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,
2022-01-12,-0.00026255535783583435,,,,,,,,,0.0008144441743148662,,,,,,,,,,,,,-0.0027103319102789536,,,,,,,,,,,,,,,,,,,,
2022-01-13,-0.00026255535783583435,,,,,,,,,0.0008144441743148662,,,,,,,,,,,,,-0.0027103319102789536,,,,,,,,,,,,,,,,,,,,
2022-01-14,-0.00026255535783583435,,,,,,,,,0.0008144441743148662,,,,,,,,,,,,,-0.0027103319102789536,,,,,,,,,,,,,,,,,,,,
2022-01-15,-0.0013745956397826335,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,-0.0013745956397826335,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,-0.0013745956397826335,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,0.0016741253516880797,,,,,0.002188582958652945,,,,,,,,,,-0.002215602501352364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,0.0016741253516880797,,,,,0.002188582958652945,,,,,,,,,,-0.002215602501352364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,0.005619745537922034,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,0.005619745537922034,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,0.005619745537922034,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,-0.009188516192462654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2022-01-24,-0.00046584425830653586,,,,,0.005144699342467447,,,,-0.0029007057012948737,,,,,,,,,,,,,,,,-0.013563336437540843,,,,,,,,,,,,,,,,,
2022-01-25,-0.00046584425830653586,,,,,0.005144699342467447,,,,-0.0029007057012948737,,,,,,,,,,,,,,,,-0.013563336437540843,,,,,,,,,,,,,,,,,
2022-01-26,-0.002665227400731395,,-0.002726654581755773,,-5.2902525879097283e-05,,,,,-0.002999218348251507,,,,,,,,,,0.0009948134387433353,-5.2902525879097283e-05,,0.0009948134387433353,,,0.002862765618983758,,,0.008877389684999943,,,-5.2902525879097283e-05,-0.0008869161597741971,,-0.004043613892288023,,,,,,0.0009948134387433353,,
2022-01-27,-0.002665227400731395,,-0.002726654581755773,,-5.2902525879097283e-05,,,,,-0.002999218348251507,,,,,,,,,,0.0009948134387433353,-5.2902525879097283e-05,,0.0009948134387433353,,,0.002862765618983758,,,0.008877389684999943,,,-5.2902525879097283e-05,-0.0008869161597741971,,-0.004043613892288023,,,,,,0.0009948134387433353,,
2022-01-28,-0.0028269896388545645,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,-0.0028269896388545645,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,-0.0028269896388545645,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,-0.002164408596405393,,,,,0.0019234877003723961,,,,,,,-0.0014676660081484332,,,,,,,0.0015390477515780454,,-0.0012814070739635797,,,,,,,,-0.0006633857946644361,,,,,,0.00047649783126418703,,,,,,,
2022-02-01,9.266035165011297e-05,,,,,,,,,,,,,,,,,,,-0.013133478111237605,0.0010125296204589135,,,,,,,,,0.0012729241868115794,,0.0010125296204589135,,,,,,,,,,,
2022-02-02,9.266035165011297e-05,,,,,,,,,,,,,,,,,,,-0.013133478111237605,0.0010125296204589135,,,,,,,,,0.0012729241868115794,,0.0010125296204589135,,,,,,,,,,,
2022-02-03,-0.002433145149475875,,,,,,,,,,,,,,,,,,,2.7962636808176802e-05,,,-0.010125882279440035,,,0.001515846201748813,,,,,,,,,,,,,,,,,
2022-02-04,-0.002433145149475875,,,,,,,,,,,,,,,,,,,2.7962636808176802e-05,,,-0.010125882279440035,,,0.001515846201748813,,,,,,,,,,,,,,,,,
2022-02-05,-0.002433145149475875,,,,,,,,,,,,,,,,,,,2.7962636808176802e-05,,,-0.010125882279440035,,,0.001515846201748813,,,,,,,,,,,,,,,,,
2022-02-06,-0.002433145149475875,,,,,,,,,,,,,,,,,,,2.7962636808176802e-05,,,-0.010125882279440035,,,0.001515846201748813,,,,,,,,,,,,,,,,,
2022-02-07,-7.717448765786997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-02-08,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,-0.01667619592147894,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2022-02-11,-0.00039019322199501547,,,,,,,,,0.015633166211446885,,,-0.001345878575896031,-0.001345878575896031,,,,,,-0.001345878575896031,,-0.001345878575896031,,,,,,,,,,,,,,,,,,,,,
2022-02-12,-0.00039019322199501547,,,,,,,,,0.015633166211446885,,,-0.001345878575896031,-0.001345878575896031,,,,,,-0.001345878575896031,,-0.001345878575896031,,,,,,,,,,,,,,,,,,,,,
2022-02-13,-0.0002944036825737642,,,,,-0.0024245708755928673,,,,,,,0.0002282344760021031,,,,0.0002282344760021031,,,,,0.0002282344760021031,,,,,,,,,,,,,,,,,,,,,
2022-02-14,-0.004939113760912949,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,0.0007423390608915992,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16,-0.0003213731334965666,,,-0.001800861518957199,,0.0014275695718600934,,,,,,,,,,-0.001457547566355657,,,,0.0005149086490515456,,,,,,,,,,-0.002052288714636552,,,,,,,,,,,,,
2022-02-17,-0.0003213731334965666,,,-0.001800861518957199,,0.0014275695718600934,,,,,,,,,,-0.001457547566355657,,,,0.0005149086490515456,,,,,,,,,,-0.002052288714636552,,,,,,,,,,,,,
2022-02-18,-0.0003213731334965666,,,-0.001800861518957199,,0.0014275695718600934,,,,,,,,,,-0.001457547566355657,,,,0.0005149086490515456,,,,,,,,,,-0.002052288714636552,,,,,,,,,,,,,
2022-02-19,0.0002043103852343318,,,,,-2.0703913473415082e-05,,,,1.8333706310981316e-05,,,,,,,,,,,,,1.8333706310981316e-05,,,,,,,,,1.8333706310981316e-05,,,,,,,,,,,
2022-02-20,0.00043874891328131297,,,,,,,,,,,,,,,,,,,-0.0005787440465414077,,,0.0032783362971800494,,,,,,,,,,,,,,,,,,,,
2022-02-21,0.00043874891328131297,,,,,,,,,,,,,,,,,,,-0.0005787440465414077,,,0.0032783362971800494,,,,,,,,,,,,,,,,,,,,
