date,industry_tone,severn_trent_diff,tesco_diff,standard_chartered_diff,ocado_diff,national_grid_diff,bt_diff,imperial_brands_diff,spirax_sarco_engineering_diff,glencore_diff,lloyds_banking_diff,melrose_industries_diff,unilever_diff,british_american_tobacco_diff,croda_diff,bp_diff,astrazeneca_diff,reckitt_benckiser_diff,intertek_diff,shell_diff,sage_diff,vodafone_diff,rio_tinto_diff,rentokil_initial_diff,associated_british_foods_diff,barclays_diff,diageo_diff,prudential_diff,bae_systems_diff,pearson_diff,experian_diff,london_stock_exchange_diff,natwest_diff,schroders_diff,antofagasta_diff,glaxosmithkline_diff,burberry_diff,phoenix_group_holdings_diff,johnson_matthey_diff,entain_diff,intercontinental_hotels_diff,kingfisher_diff,aviva_diff
2021-12-02,-0.001725346490350047,,,,,,,,,,,,,,,,-0.004663846645831043,,,0.000883958298041057,,,,,,,,,,-0.0017340554322790923,,,,,,0.000803347596748717,,,,,,,
2021-12-03,-0.0003994279197623139,,,,,,,,,,,,-0.0015681416153747905,,,,-0.0006172249626457846,,,-0.0005711051058702091,,,0.004448311440131575,,,-0.00045780800870992024,,,,,0.0013206602703874403,,,,,,,,,,,,
2021-12-04,-0.0021996863983480743,,,,,0.004197785983631398,,,,,,,,,,,3.6548733434900015e-05,,,-0.020165674131263668,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,-0.0021996863983480743,,,,,0.004197785983631398,,,,,,,,,,,3.6548733434900015e-05,,,-0.020165674131263668,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,-0.006560703070837246,,,,,,,,,,,,,,,,0.00750365450883819,,,,,,,,,-0.011780348788486897,,,,,,,,,,,,,,,,,
2021-12-07,-0.0009970484759458202,,,,,,,,,,,,0.0013888842574136975,,,,-0.002477997657384998,,,0.0026470352760514164,,0.009066380173894594,,,,,,,,,0.00013531203598422695,,,,,,-0.002582078196296872,,,,,,
2021-12-08,-0.008318046564239335,,,,,,,,,,,,,,,,0.0013583613971838021,,,,,,,,,-0.0008613948250273829,,,,,,,-0.019032380786188016,,,-0.0018548525738694473,,,,,,,
2021-12-09,7.273301613912858e-05,,-1.1846879303624773e-05,,,,,,,,,,,,,,-0.00020946974241012496,,,0.0016908542737639482,,,,,,,,,,,,4.083752820449027e-05,,,,,,,,,,,
2021-12-10,0.00015883903804034534,,,,,0.0012692835520027835,,,,,,,,,,,-0.0005674097655599973,,,-0.0014479126993024428,,,,,,,,,,,,,,-0.00747780889303325,,0.0013513625749406609,,,,,,,
2021-12-11,0.00616942948929802,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,0.00616942948929802,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,-0.0005135798475725363,,,,,,,,,,,,,,,,0.0002893796253824685,,,-0.0016634027444372124,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14,-0.00029848448173571784,,-0.0009591556822605579,,,,,,,,,,0.003829059259309508,,,,8.648436606014875e-05,,,-0.02338330953498653,,,,,,,,0.0055112975763222044,,,0.00029848448173571784,,,,,0.00016435116957606616,,,,,,,
2021-12-15,0.0014553892096227149,,,,,-0.002238532869380831,,,,,,,,,,,0.0017111925971119589,,,,,,,,,,,,,,0.003805553551320032,,,,,,0.0001718299104522911,,,,,,
2021-12-16,0.0014553892096227149,,,,,-0.002238532869380831,,,,,,,,,,,0.0017111925971119589,,,,,,,,,,,,,,0.003805553551320032,,,,,,0.0001718299104522911,,,,,,
2021-12-17,-0.00487370440458966,,,,,,,,,,,,,,,,0.00019922154089758656,,,-0.0007401474096289514,,,,,,,,,,,,,,,,,,,,,,0.0009641710127080818,
2021-12-18,-0.00035655255696124665,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19,-0.0020862477278470663,,,,,,,,,,,,,,,,0.000713411018193451,,,,,,0.000713411018193451,,,,,,,,,,,,-0.0015926894589770244,0.0004810580881469478,,,,,,,
2021-12-20,-0.0020862477278470663,,,,,,,,,,,,,,,,0.000713411018193451,,,,,,0.000713411018193451,,,,,,,,,,,,-0.0015926894589770244,0.0004810580881469478,,,,,,,
2021-12-21,0.0005541575964080768,,,,,-5.939252014313279e-05,,,,,,,,,,,-0.00259846514612331,,,0.0034612600781101788,,,0.005366563942190102,,,-0.00023533391886008514,,,,,,,-0.0012724234871863032,4.9020289367265055e-05,,0.008548185843284754,,,,,,,
2021-12-22,-0.000680177605358917,,,,,,,,,,,,,,,,-0.0033067386922788853,,,,,,0.0016337476648370117,,,,,0.0006254750450602846,,,,,,,,,,,,,,,
2021-12-23,-0.001392856522071944,,,,,,,,,,,,,,,,-0.00030739652240652747,,,,,,,,,,,,,,,,,,,0.0026969775445028245,,,,,0.0026969775445028245,,
2021-12-24,-0.001392856522071944,,,,,,,,,,,,,,,,-0.00030739652240652747,,,,,,,,,,,,,,,,,,,0.0026969775445028245,,,,,0.0026969775445028245,,
2021-12-25,0.0024644481241142178,,,,,,,,,,,,,,,,0.0014223444536306112,,,,,0.003968385056439337,,,,,,,,,,,,,-0.004497773124801959,,,,,,,,
2021-12-26,-0.0029886713682133787,,,,,,,,,,,,,,,,-0.0023163071605482913,,,,,,,,,,,,,,,,,,,0.001507525325392475,,,,,,,
2021-12-27,-0.001007116253840036,,,,,0.0037223508083327095,,,,,,,,,,,-0.0006836108353651044,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,0.004214660075268874,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,0.000821637242823743,,,,,,,,,,,,,,,,-0.005022222092735721,,,,,,,,,,0.0014354630064427783,,,-0.002018631949790989,0.00040941562252566437,,,,,-0.002268255978189645,,,,,,,
2021-12-30,0.000821637242823743,,,,,,,,,,,,,,,,-0.005022222092735721,,,,,,,,,,0.0014354630064427783,,,-0.002018631949790989,0.00040941562252566437,,,,,-0.002268255978189645,,,,,,,
2021-12-31,0.0027155185307084833,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,0.0050648488280727495,,,,0.0012873395970850006,-0.0009013993723491522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,-0.0053422608447895245,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,9.755503574632392e-05,,,,,,,,,,,,,,,,-0.0018459512795554142,,,,,,,,,,,,,0.0010257375595088883,,,,0.00020013134569709761,,,,,,,,,
2022-01-04,-0.0012849050264427716,,,,,,,,,,,,,,,,,,,0.0002723734893404883,,,,,,-0.0005672040627825864,,,,-0.0061115446776992275,,,,,,,,,,,,,
2022-01-05,-0.00028718919459023843,,,,,,,,,,,,,,,,,,,0.01168320059060164,,,,,,,,0.0015415669730370176,,-0.00020999920501002306,,,,,,,,,,,,-0.0476958111138719,
2022-01-06,0.005028839811570541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-01-07,-0.0005635580075396547,,,,,,,0.002308276598970178,,,,,,,,,-0.0019034093002095846,,,,,,,,,,,,,,,,,-0.0024412496847680378,,0.0001461441701039784,,,,,,,
2022-01-08,-0.0005635580075396547,,,,,,,0.002308276598970178,,,,,,,,,-0.0019034093002095846,,,,,,,,,,,,,,,,,-0.0024412496847680378,,0.0001461441701039784,,,,,,,
2022-01-09,-0.005338621110433188,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
2022-01-10,-0.0020918060405466813,,,,,0.0005713648139918975,,,,,,,,,,,,,,-0.0040212957473004735,,,0.005452675265482182,,,-0.0012585021878103245,,,,,,,-0.0012585021878103245,-0.004631217098345125,,,,,,,,,
2022-01-11,-0.0014433305959149873,,0.0006568455548604684,,,-0.004178493493013878,,,,,,,-0.0025919783574267505,,,,,,,0.0020877443662639635,,,,,,0.0020877443662639635,,,,,,,,,,0.00037602469266196444,,,,,,,
2022-01-12,-0.00023332180520446358,,,,,,,,,0.0007852106216834954,,,,,,,,,,1.336078930972982e-05,,,-0.002739565462910324,,,,,,,,,,,,,,,,,,,,
2022-01-13,-0.00023332180520446358,,,,,,,,,0.0007852106216834954,,,,,,,,,,1.336078930972982e-05,,,-0.002739565462910324,,,,,,,,,,,,,,,,,,,,
2022-01-14,0.0035427081576312196,,,,,,,,,,,,,,,,0.0034814068528919704,,,,,,,,,,,,,,,,,-0.0025461363645992476,,,,,,,,,
2022-01-15,-0.0013473489134181236,,,,,,,,,,,,,,,,1.4965707143609324e-05,,,-2.7246726364509857e-05,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,-0.0013473489134181236,,,,,,,,,,,,,,,,1.4965707143609324e-05,,,-2.7246726364509857e-05,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,9.208072930261691e-05,,,,,,,,,,,,-0.002989399743441534,,,,0.0054754857905618326,,,,,,,,,,,,,-0.0007289214172361238,,,,,,-0.004076683523874462,,,,,,,
2022-01-18,-0.00036736183257682055,,,,,0.004230070142917845,,,,,,,,,,-0.0001741153170874634,-0.00159792709878038,,,0.00029616292457577395,,,,,,0.0009309897930326833,,,,,,,,,,,,,,,,,
2022-01-19,-0.00036736183257682055,,,,,0.004230070142917845,,,,,,,,,,-0.0001741153170874634,-0.00159792709878038,,,0.00029616292457577395,,,,,,0.0009309897930326833,,,,,,,,,,,,,,,,,
2022-01-20,0.0007194872809943906,,,,,0.005252334905703149,,,,,,,,,,,-0.0022725236158677967,,,0.005057663775975774,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,0.0007194872809943906,,,,,0.005252334905703149,,,,,,,,,,,-0.0022725236158677967,,,0.005057663775975774,,,,,,,,,,,,,,,,,,,,,,,
