date,industry_tone,severn_trent_diff,tesco_diff,standard_chartered_diff,ocado_diff,national_grid_diff,bt_diff,imperial_brands_diff,spirax_sarco_engineering_diff,glencore_diff,lloyds_banking_diff,melrose_industries_diff,unilever_diff,british_american_tobacco_diff,croda_diff,bp_diff,astrazeneca_diff,reckitt_benckiser_diff,intertek_diff,shell_diff,sage_diff,vodafone_diff,rio_tinto_diff,rentokil_initial_diff,associated_british_foods_diff,barclays_diff,diageo_diff,prudential_diff,bae_systems_diff,pearson_diff,experian_diff,london_stock_exchange_diff,natwest_diff,schroders_diff,antofagasta_diff,glaxosmithkline_diff,burberry_diff,phoenix_group_holdings_diff,johnson_matthey_diff,entain_diff,intercontinental_hotels_diff,kingfisher_diff,aviva_diff
2021-12-02,-0.001851693694631428,,,,,,,,,,,,,,,,-0.004537499441549662,,,0.0009491371520413603,,,,,,-0.0009373953888739016,,,,-0.0016077082279977112,,,-0.0009373953888739016,,,0.000929694801030098,,,,,,,
2021-12-03,-0.00047330643754810603,,,,,,,,,,,,-0.0014942630975889985,,,,-0.0005433464448599925,,,-0.0021560630051176166,,-0.002311433189296783,0.004522189957917367,,,-0.0003839294909241281,,,,,0.0009994911667474144,,,,,,,,,,,,
2021-12-04,-0.0006565791562086013,,,,,0.002654678741491924,,,,,,,,0.01632609482572427,,,-0.0015065585087045731,,,-0.0028439262929281107,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,-0.0006565791562086013,,,,,0.002654678741491924,,,,,,,,0.01632609482572427,,,-0.0015065585087045731,,,-0.0028439262929281107,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,-0.003554945373720263,,,,,,,,,,,,0.01593884630251285,,,,0.004497896811721207,,,,,,,,,-0.01478610648560388,,,,,,,,,,,,,,,,0.00035523206803245643,
2021-12-07,0.0003828802271753974,,,0.004707421729536682,,,,,,,,,-0.00026854921127778333,,,,-0.0038579263605062154,,,0.003073351726318832,,0.007686451470773376,,,,,,,,,-0.0012446166671369907,,,,,,-0.0006443136559831477,,,,,,
2021-12-08,-0.00859098495191754,,,,,-0.00969188765302614,,,,,,,,,,,0.001631299784862008,,,,,,,,,-0.0005884564373491771,,,,,,,-0.01875944239850981,,,-0.0015819141861912415,,,,,,,
2021-12-09,0.000419011191690602,,-0.00035812505485509816,,,,,,,,,,,,,,-0.0005557479179615983,,,0.0033079565371936233,,,,,,-0.0023749522228627153,,,,,,-0.0003054406473469831,,,,,,,,,,,
2021-12-10,-0.00018795704943254916,,,,,0.001616079639475678,,,,,,,,,,,-0.00022061367808710275,,,-0.0027489736263396404,,,,,,,,,,,,,,-0.007131012805560355,,0.0016981586624135554,,,,,,,
2021-12-11,0.0038524072053611933,,-0.010567421978393693,,,,,,,,,,,,,,0.002317022283936827,,,,,,0.002523381798528048,,,,,,,,-0.0033327697341546773,,,,,,,,,,,,
