DATE,SourceCommonName,URL,E,S,G,Organization,Tone,PositiveTone,NegativeTone,Polarity,ActivityDensity,SelfDensity,WordCount
2022-01-01 23:45:00,telegraph.co.uk,https://www.telegraph.co.uk/news/2022/01/01/dog-doesnt-need-27-sausages-luxury-treats-need-love/,False,True,True,ocado,4.37665782493369,7.02917771883289,2.6525198938992,9.6816976127321,25.4641909814324,1.45888594164456,689.0
2022-01-01 23:45:00,nny360.com,https://www.nny360.com/news/lewiscounty/streets-in-lewis-jefferson-counties-getting-led-lights-for-new-year/article_c2048a9f-1e07-59fe-90e7-e745b99f3263.html,False,True,True,national grid,2.04841713221601,3.91061452513966,1.86219739292365,5.77281191806332,23.0912476722533,0.0,492.0
2022-01-01 23:45:00,nny360.com,https://www.nny360.com/news/lewiscounty/streets-in-lewis-jefferson-counties-getting-lit-with-leds-for-the-new-year/article_c2048a9f-1e07-59fe-90e7-e745b99f3263.html,False,True,True,national grid,2.04841713221601,3.91061452513966,1.86219739292365,5.77281191806332,23.0912476722533,0.0,492.0
2022-01-02 23:45:00,wdsu.com,https://www.wdsu.com/article/changed-my-life-nhl-team-staff-member-thanks-fan-who-spotted-melanoma-at-game/38651776,False,False,False,shell,0.852272727272727,3.125,2.27272727272727,5.39772727272727,25.4971590909091,1.84659090909091,1284.0
2022-01-02 23:45:00,walesonline.co.uk,https://www.walesonline.co.uk/news/uk-news/five-products-being-urgently-recalled-22629355,False,True,False,tesco,-2.69784172661871,2.51798561151079,5.2158273381295,7.73381294964029,28.0575539568345,1.61870503597122,505.0
2022-01-03 23:45:00,thestar.com.my,https://www.thestar.com.my/business/business-news/2022/01/04/abdul-farid-to-step-down-upon-expiry-of-contract,False,True,False,schroders,0.163132137030995,2.28384991843393,2.12071778140294,4.40456769983687,18.5970636215334,0.32626427406199,548.0
2022-01-03 23:45:00,tdn.com,https://tdn.com/entertainment/new-this-week-to-tv-streaming-and-more-this-is-us-rupaul-album-the-tender/article_033622bd-2268-5f2b-a1d8-a96a65f33cd3.html,False,True,False,pearson,0.841346153846154,3.36538461538462,2.52403846153846,5.88942307692308,18.3894230769231,0.480769230769231,749.0
2022-01-03 23:45:00,lacrossetribune.com,https://lacrossetribune.com/entertainment/new-this-week-to-tv-streaming-and-more-this-is-us-rupaul-album-the-tender/article_5ceebf7c-4936-517c-b93d-5174c6644725.html,False,True,False,pearson,0.841346153846154,3.36538461538462,2.52403846153846,5.88942307692308,18.3894230769231,0.480769230769231,749.0
2022-01-03 23:45:00,telegraph.co.uk,https://www.telegraph.co.uk/health-fitness/body/year-life-astrazeneca-man-saw/,False,True,False,astrazeneca,-2.28690228690229,2.49480249480249,4.78170478170478,7.27650727650728,21.4137214137214,2.00970200970201,1308.0
2022-01-03 23:45:00,casino.org,https://www.casino.org/news/iac-could-have-big-plans-in-store-in-2022-for-mgm-stake-say-analysts/,False,False,True,entain,0.397614314115308,2.38568588469185,1.98807157057654,4.37375745526839,21.272365805169,0.198807157057654,442.0
2022-01-03 23:45:00,elkodaily.com,https://elkodaily.com/entertainment/new-this-week-to-tv-streaming-and-more-this-is-us-rupaul-album-the-tender/article_37d86914-c787-5ee9-bcca-ad7d884b42f2.html,False,True,False,pearson,0.841346153846154,3.36538461538462,2.52403846153846,5.88942307692308,18.3894230769231,0.480769230769231,749.0
