DATE,SourceCommonName,URL,E,S,G,Organization,Tone,PositiveTone,NegativeTone,Polarity,ActivityDensity,SelfDensity,WordCount
2021-12-13 23:45:00,mining.com,https://www.mining.com/web/forrest-reignites-battle-with-bhp-group-for-nickel-miner/,True,False,False,fortescue metals group ltd,2.29007633587786,3.43511450381679,1.14503816793893,4.58015267175572,23.6641221374046,0.0,242.0
2021-12-22 23:45:00,proactiveinvestors.com.au,https://www.proactiveinvestors.com.au/companies/news/970033/antipa-minerals-farm-in-partner-igo-elects-to-proceed-to-next-stage-of-paterson-project-agreement-970033.html,True,True,False,newcrest mining ltd,2.7027027027027,3.37837837837838,0.675675675675676,4.05405405405405,23.6486486486486,0.0,397.0
2022-01-18 23:45:00,bloombergquint.com,https://www.bloombergquint.com/gadfly/cathay-pacific-is-buckling-beneath-hong-kong-s-strict-quarantine-measures,False,True,True,qantas airways ltd,-1.82648401826484,2.00913242009132,3.83561643835616,5.84474885844749,17.9908675799087,0.0,986.0
2022-01-24 23:45:00,proactiveinvestors.com.au,https://www.proactiveinvestors.com.au/companies/news/971899/bellevue-gold-continues-to-advance-dual-track-strategy-for-namesake-gold-play-971899.html,True,True,True,northern star resources ltd,2.99145299145299,4.05982905982906,1.06837606837607,5.12820512820513,22.3290598290598,0.534188034188034,865.0
2022-01-30 23:45:00,fool.com.au,https://www.fool.com.au/2022/01/31/heres-what-higher-interest-rates-could-mean-for-asx-bank-shares/,False,True,True,national australia bank ltd,-0.380228136882129,2.09125475285171,2.47148288973384,4.56273764258555,30.2281368821293,0.950570342205323,485.0
2022-01-30 23:45:00,fool.com.au,https://www.fool.com.au/2022/01/31/2-asx-dividend-shares-goldman-sachs-rates-as-buys/,False,True,True,scentre,-0.246305418719212,2.21674876847291,2.46305418719212,4.67980295566502,23.1527093596059,1.23152709359606,366.0
2022-01-30 23:45:00,fool.com.au,https://www.fool.com.au/2022/01/31/2-asx-dividend-shares-goldman-sachs-rates-as-buys/,False,True,True,suncorp group ltd,-0.246305418719212,2.21674876847291,2.46305418719212,4.67980295566502,23.1527093596059,1.23152709359606,366.0
2022-02-01 23:45:00,lse.co.uk,https://www.lse.co.uk/news/trading-updates-bp-signs-biofuel-deal-elixirr-expects-revenue-beat-ffvzte4fg3wxwwr.html,True,True,True,newcrest mining ltd,1.49863760217984,2.72479564032698,1.22615803814714,3.95095367847411,17.983651226158,0.136239782016349,1356.0
2022-02-15 23:45:00,naturalgasintel.com,http://www.naturalgasintel.com/origin-energy-likely-to-write-off-200m-for-australia-pacific-lng-stake/,True,False,True,woodside petroleum ltd,0.0,1.23839009287926,1.23839009287926,2.47678018575851,19.1950464396285,0.0,296.0
2022-02-15 23:45:00,naturalgasintel.com,http://www.naturalgasintel.com/origin-energy-likely-to-write-off-200m-for-australia-pacific-lng-stake/,True,False,True,santos ltd,0.0,1.23839009287926,1.23839009287926,2.47678018575851,19.1950464396285,0.0,296.0
2022-02-16 23:45:00,bnnbloomberg.ca,https://www.bnnbloomberg.ca/qantas-challenger-rex-plans-fleet-surge-as-bookings-pick-up-1.1724548,False,True,True,qantas airways ltd,0.911854103343465,3.03951367781155,2.12765957446809,5.16717325227964,23.7082066869301,1.51975683890578,298.0
2022-02-16 23:45:00,sandiegosun.com,https://www.sandiegosun.com/news/272305754/hearing-care-devices-market-qualitative-insights-on-application--outlook-by-size-share-future-growth,False,False,False,cochlear ltd,1.05932203389831,3.17796610169492,2.11864406779661,5.29661016949153,21.6101694915254,0.423728813559322,380.0
2022-03-01 23:45:00,proactiveinvestors.com.au,https://www.proactiveinvestors.com.au/companies/news/975483/markets-falter-as-war-escalates-and-companies-such-as-apple-continue-to-sanction-russia-975483.html,True,True,True,crown resorts ltd,-3.16582914572864,2.26130653266332,5.42713567839196,7.68844221105528,24.0201005025126,1.65829145728643,1854.0
2022-03-13 23:45:00,fool.com.au,https://www.fool.com.au/2022/03/14/5-things-to-watch-on-the-asx-200-on-monday-100/,True,True,True,northern star resources ltd,0.0,3.00546448087432,3.00546448087432,6.01092896174863,24.0437158469945,1.36612021857923,346.0
2022-03-13 23:45:00,fool.com.au,https://www.fool.com.au/2022/03/14/5-things-to-watch-on-the-asx-200-on-monday-100/,True,True,True,santos ltd,0.0,3.00546448087432,3.00546448087432,6.01092896174863,24.0437158469945,1.36612021857923,346.0
2022-04-19 23:45:00,yahoo.com,https://news.yahoo.com/kkr-led-group-bids-15-223906516.html,False,True,False,ramsay health care ltd,2.67857142857143,2.67857142857143,0.0,2.67857142857143,21.4285714285714,0.0,103.0
2022-04-19 23:45:00,marketwatch.com,https://www.marketwatch.com/story/ramsay-health-still-exploring-potential-sale-of-ramsay-sime-darby-271650408210,False,False,True,ramsay health care ltd,0.0,0.869565217391304,0.869565217391304,1.73913043478261,15.6521739130435,0.869565217391304,103.0
2022-04-20 23:45:00,investordaily.com.au,https://www.investordaily.com.au/technology/51173-lygon-bolsters-its-digital-bank-guarantees-with-12-75m,False,True,True,scentre,1.6359918200409,4.29447852760736,2.65848670756646,6.95296523517382,21.2678936605317,1.43149284253579,415.0
