date,industry_tone,severn_trent_diff,tesco_diff,standard_chartered_diff,ocado_diff,national_grid_diff,bt_diff,imperial_brands_diff,spirax_sarco_engineering_diff,glencore_diff,lloyds_banking_diff,melrose_industries_diff,unilever_diff,compass_diff,british_american_tobacco_diff,croda_diff,bp_diff,astrazeneca_diff,reckitt_benckiser_diff,intertek_diff,shell_diff,sage_diff,rio_tinto_diff,vodafone_diff,associated_british_foods_diff,barclays_diff,diageo_diff,prudential_diff,bae_systems_diff,pearson_diff,experian_diff,london_stock_exchange_diff,natwest_diff,schroders_diff,antofagasta_diff,glaxosmithkline_diff,burberry_diff,phoenix_group_holdings_diff,johnson_matthey_diff,entain_diff,intercontinental_hotels_diff,kingfisher_diff,aviva_diff
2022-01-01,0.005440368295639035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,0.005440368295639035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,9.755503574632391e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010257375595088883,,,,,,,,,,,,,
2022-01-04,-0.0012849050264427714,,,,,,,,,,,,,,,,,,,,0.00027237348934048807,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,-0.00028718919459023843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,-0.00028718919459023843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,-0.0010023479435141043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,-0.0010023479435141043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,-0.0010023479435141043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,-0.0018730831797973007,,,,,0.00035264195324251693,,,,,,,,,,,,,,,-0.004240018608049854,,0.005233952404732801,,,,,,,,,,,,,,,,,,,,
2022-01-11,-0.0020237362452965695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,-0.00023332180520446358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,-0.00023332180520446358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14,-0.00023332180520446358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,-0.0013473489134181236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,-0.0013473489134181236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,0.00043643944448665885,,,,,,,,,,,,,,,,,0.005131127075377791,,,,,,,,,,,,,,,,,,-0.004421042239058504,,,,,,,
2022-01-18,-0.00036736183257682055,,,,,,,,,,,,,,,,,,,,0.00029616292457577395,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,-0.00036736183257682055,,,,,,,,,,,,,,,,,,,,0.00029616292457577395,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,0.0007194872809943907,,,,,,,,,,,,,,,,,-0.0022725236158677967,,,0.005057663775975774,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,0.0007194872809943907,,,,,,,,,,,,,,,,,-0.0022725236158677967,,,0.005057663775975774,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,0.0007194872809943907,,,,,,,,,,,,,,,,,-0.0022725236158677967,,,0.005057663775975774,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,-0.0017624390804256984,,,,,,,,,,,,,,,,,0.0010683250578234983,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,-0.000586752379247815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001144670680787652,,,,,,,
2022-01-25,-0.000586752379247815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001144670680787652,,,,,,,
2022-01-26,-0.0019140375726037914,,,,,,,,,-0.003750408176379111,,,,,,,,-0.0028379828534342314,,,0.002562539701964717,,,,,0.002094937739357974,,,,,,,,,-0.004794803720415627,-4.756163464912362e-05,,,,,,,
2022-01-27,-0.0019140375726037914,,,,,,,,,-0.003750408176379111,,,,,,,,-0.0028379828534342314,,,0.002562539701964717,,,,,0.002094937739357974,,,,,,,,,-0.004794803720415627,-4.756163464912362e-05,,,,,,,
2022-01-28,-0.002826989638854565,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,-0.004536381781890773,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,-0.004536381781890773,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,-0.0012618543098779627,,,,,-0.003972520270129579,,,,,,,,,,,,,,,0.0019963073168203795,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,0.0020592291139825206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006539599737484145,,,,,,,,,,,,,
2022-02-02,0.0020592291139825206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006539599737484145,,,,,,,,,,,,,
2022-02-03,-0.001796442004817723,,,,,,,,,,,,,,,,,,,,-0.0007550677364211828,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,-0.001796442004817723,,,,,,,,,,,,,,,,,,,,-0.0007550677364211828,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,-0.001796442004817723,,,,,,,,,,,,,,,,,,,,-0.0007550677364211828,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,-0.001796442004817723,,,,,,,,,,,,,,,,,,,,-0.0007550677364211828,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,-0.0007309309646978752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,-0.009556902806329865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,0.00412353802678628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,-0.0009156632914581949,,,,,,,,,,,,,,,,,0.0004876866981092365,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,0.001824141524925361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002132616606373081,,,,,,,
2022-02-12,0.001824141524925361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002132616606373081,,,,,,,
2022-02-13,-0.0006503521189534929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,-0.002555831050437554,,,,,,,,,,,,,,,,,,,,3.855683122588362e-05,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,-0.0007197902829252323,,,,,,,,,,,,0.004095562308891906,,,,,-0.0036803873956832416,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16,0.0006957063140794553,,,,,0.0010906395099380558,,,,,,,,,,,,,,,-0.0005021707985244764,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,0.0006957063140794553,,,,,0.0010906395099380558,,,,,,,,,,,,,,,-0.0005021707985244764,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,0.0006862195568442253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,-0.000164611624277224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,0.0006916385677561751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,0.0006916385677561751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,0.0006916385677561751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,0.0006916385677561751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,0.00033651929466122616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008873030586923928,,,,,,,
2022-02-25,-0.0030031399027859907,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,-0.0030031399027859907,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,-0.0030031399027859907,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,-0.002737508268154558,,,,,,,,,,,,,,,,,,,,-0.0023883889114104176,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,-0.0011303643608116425,,,,,,,,,,,,,,,,,0.000979807566342055,,,0.00022354572202307123,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,-0.0011303643608116425,,,,,,,,,,,,,,,,,0.000979807566342055,,,0.00022354572202307123,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,0.0008557132875464603,,,,,,,,,,,,,,,,,0.00046659763855043585,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04,0.0008557132875464603,,,,,,,,,,,,,,,,,0.00046659763855043585,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,-0.001062727383926586,,,,,,,,,,,,,,,,,,,,-6.770151761068812e-05,,,,,,,,,,,,,,,,,,,,,,
2022-03-06,-0.00015386678916116456,,,,,,,,,,,,,,,,,,,,-0.000330788204049465,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,-0.0027127862047533653,,,,,,,,,,,,,,,,,0.0015643763968345508,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-08,-0.002114652535344368,,,,,,,,,,,,0.0019755274429653067,,,,,,,,-0.0002514040173497499,,,,,,,,,,,,,,,,,,,,,,
2022-03-09,-0.0025303675363123027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,-0.0012850388003989943,,,,,,,,,,,,-0.0012363922873429307,,,,,,,,-0.00045396803417566763,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,-0.004327468296777202,,,,,,,,,,,,,,,,,,,,0.003006585204745656,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,-0.0008087678235633974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,-0.0008087678235633974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,-0.0014623892706703584,,,,,,,,,,,,,,,,,-0.000717151627355028,,,0.0011277361716552391,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,-0.0014623892706703584,,,,,,,,,,,,,,,,,-0.000717151627355028,,,0.0011277361716552391,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,-0.0003025821711298954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,-0.006628523496060377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002612939333713573,,-0.002612939333713573,,,,,,,,,
2022-03-18,-0.002174571679626648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,-0.008037955666874616,,,,,,,,,,,,,,,,,,,,-0.0008519441115790744,,,,,,,,,,,,,,,,,,,,,,
2022-03-20,-0.00021622789953503632,,,,,,,,,,,,,,,,,,,,,,,,,0.0006931954355741558,,,,,,,,,,,,,,,,,
2022-03-21,-5.768367850987315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,-0.001389906075227001,,,,,,,,,,,,,,,,,,,,-0.0005961972504624495,,,,,0.0018285984704228785,,,,,,,,,,,,,,,,,
2022-03-23,-0.0025327299764227665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,-0.0025327299764227665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,-0.004857321499021482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,-0.004857321499021482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27,-0.004857321499021482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,-0.0058486352749023305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,-0.0058486352749023305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,-0.0058486352749023305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,-0.00028822800086381674,,,,,,,,,,,,,,,,,,,,-0.005761839316887576,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,0.0004572476997190463,,,,,,,,,,,,,,,,,,,,-0.0015824884157709623,,,0.0005297493240859619,,,,,,,,,,,,,,,,,,,
2022-04-02,0.0004572476997190463,,,,,,,,,,,,,,,,,,,,-0.0015824884157709623,,,0.0005297493240859619,,,,,,,,,,,,,,,,,,,
2022-04-03,-0.005436620142713629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04,-0.003916051670234079,,,,,,,,,,,,,,,,,,,,0.00021788368781372512,,,,,,,,,,,,,,,,,,,,,,
2022-04-05,0.0018289149182164983,,,,,,,,,,,,,,,,,,,,0.00016269145478565073,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,-0.0006132432729944709,,,,,,,,,,,,,,,,,,,,0.0011711874211443592,,,,,,,,,,,,,,,,,,,,,,
2022-04-07,-0.0006132432729944709,,,,,,,,,,,,,,,,,,,,0.0011711874211443592,,,,,,,,,,,,,,,,,,,,,,
2022-04-08,0.0001662193989661592,,,,,,,,,,,,,,,,,0.0011599538799876609,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,0.0001662193989661592,,,,,,,,,,,,,,,,,0.0011599538799876609,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-10,-0.0008295824617482634,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
2022-04-11,-0.002171437865145909,,,,,,,,,,,,,,,,,0.0043214822125165284,,,,,,,,0.00194181700433441,,,,,,,,,,,,,,,,,
2022-04-12,-0.002171437865145909,,,,,,,,,,,,,,,,,0.0043214822125165284,,,,,,,,0.00194181700433441,,,,,,,,,,,,,,,,,
2022-04-13,-0.0020922444533614365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001555383037201085,,,,,,,,,,,
2022-04-14,-0.0004945481855606948,,,,,,,,,,,,,,,,,-0.0024959325202876807,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-15,-0.0004945481855606948,,,,,,,,,,,,,,,,,-0.0024959325202876807,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,-0.0004945481855606948,,,,,,,,,,,,,,,,,-0.0024959325202876807,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-17,0.005438341300469672,,,,,,,,,,,,,,,,,,,,,,,0.009397253337137198,,,,,,,,,,,,,,,,,,,
2022-04-18,-0.006020739726048934,,,,,,,,,,,,,,,,,,,,-0.0013650298877747203,,,,,,,,,,,,,,,,,,,,,,
2022-04-19,-0.002474209096910792,,,,,,,,,,,,,,,,,,,,0.001512695566482597,,,,,,,,,,,,,,,,,,,,,,
2022-04-20,0.0005937029724116706,,,,,,,,,,,,,,,,,,,,,,-0.0005006578893621734,,,,,,,,,,,,,,,,,,,,
2022-04-21,6.222497584655025e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015582511563047086,
2022-04-22,6.222497584655025e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0015582511563047086,
2022-04-23,7.970818276334786e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,0.00034031975428240455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,0.0010060027819393264,,,,,,,,,,,,,,,,,,,,,,,6.368393828558175e-06,,,,,,,,,,,,,,,,,,,
2022-04-26,-0.00010280255857278213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
