0,1,2,company
-1.1547722,-1.0290337,0.18996882,digital realty
-0.915365,-1.3965355,0.020406937,emerson electric
-0.85739887,-1.438105,0.03810623,yum brands
-0.5306885,-1.4304514,-0.22020574,hess
-0.92594993,-1.2663488,0.47858787,dollar general
0.25370508,-1.6131502,0.69140935,cadence design systems
-1.5482033,-0.36863458,-0.31500804,schlumberger
-1.9213178,-0.48668534,-0.27108303,accenture
-2.3727083,1.2766669,-1.5134938,amgen
-2.0014215,1.0167019,-2.3477755,eli lilly
1.3543879,-2.6225493,-2.0466743,paypal holdings
-1.7629857,-0.44183937,0.07543515,starbucks
-1.8663521,1.3218704,-2.4801307,fedex
-2.3417435,0.31121042,0.58493465,halliburton
-1.6349111,0.23744671,3.2046206,netflix
2.5588253,2.878843,1.1296544,morgan stanley
0.9824608,-1.2466389,-0.10029802,twitter
1.4831272,-2.4609973,-2.3415642,citigroup
3.3521936,3.2971988,0.30609006,american express
3.408581,3.3668761,0.28989986,northrop grumman
4.7565875,4.2745767,-0.16913979,pfizer
4.735774,4.1715083,-0.17392763,visa
0.15558717,-0.66656727,-2.8452864,charles schwab
1.1132296,-1.3416618,-2.0703883,comcast
-0.56696415,-1.0195364,0.9347862,fiserv
-0.0019934087,-0.07311786,-1.837126,charter communications
0.47895646,-0.15064703,-1.8705611,arista networks
0.3558613,0.11650497,-1.9377098,dominion
1.8643175,-2.4126644,-1.7588564,philip morris
2.366839,-2.4217396,0.18537824,advanced micro devices
-0.53688544,-0.88348657,0.12849617,thermo fisher scientific
1.801366,2.0329282,0.8872313,boeing
-1.5006988,-0.4807226,0.25258377,caterpillar
0.71909356,-1.8872063,0.87311685,moderna
-1.5858456,-0.7536265,0.62730247,conocophillips
1.5845312,0.061590873,2.724237,dollar tree
-1.5464759,2.6964457,-1.3513328,cerner
1.1162521,-1.5839958,0.58942664,expedia
-0.7982123,-1.3381869,1.0008668,american
-1.0944148,-0.646996,1.359122,prudential financial
-0.63518566,-0.8247594,1.5239403,microsoft
2.6931326,-2.4811296,-0.41040957,vmware
0.8145469,-0.948094,1.1296706,goldman sachs
-0.7350433,-1.3522328,1.0579051,synopsys
-1.5269022,-0.83898705,0.5643612,duke
1.2318231,-1.9368353,0.97738,meta platforms
2.2534406,-0.6259018,0.2016999,united parcel service
-2.6645846,1.9736172,1.25068,marathon petroleum
-1.7940533,3.1318364,-0.63904876,agilent technologies
-1.3779097,1.2259011,-1.6372373,mcdonalds
-1.2813326,3.587016,-1.3452938,biogen
-1.7107226,-0.3550051,0.8619715,valero
2.0177321,0.7221552,2.5525506,chevron
-0.74162537,-1.1710213,0.5473172,pepsico
0.36905956,0.5280511,-2.128249,edwards lifesciences
2.3924696,-2.4407933,-1.9232292,micron technology
1.696855,-1.3800505,0.54525656,berkshire hathaway
-0.60369736,1.22683,4.153056,abbott laboratories
-2.6975467,1.3340024,1.4089992,kroger
-0.5674942,0.8914307,4.1250386,lockheed martin
-1.587027,-0.74352074,1.0141329,mastercard
1.6272151,-0.9122837,0.3120281,alphabet
-0.03187414,0.6951652,-2.127002,nike
-1.3797059,1.3641503,-1.9450765,norfolk southern
2.158899,-0.9437615,0.51907545,exxon mobil
-1.0878196,-0.020472018,-0.79530925,bristol myers squibb
-0.5426538,0.8337775,-2.3587961,blackrock
-1.9122593,0.541095,1.3467928,ford motor
1.8153688,0.3986166,2.651453,abbvie
-0.99489087,0.030171327,-0.4829004,occidental petroleum
0.8468757,-0.86517066,1.1840475,oracle
1.999348,-1.5128485,0.047462516,anthem
-0.644094,3.2742338,-0.80351156,broadcom
0.28506783,-0.06500231,-1.6341214,qualcomm
-0.8790411,2.2293398,-0.2387502,honeywell
-0.34678087,-0.72700024,-0.22160204,nvidia
-0.82065016,-0.31963164,0.5670583,devon
-1.0395238,0.47608098,1.8791555,intel corporation
-0.7541443,0.81469,-1.231681,baker hughes
-1.0779471,0.56132394,-0.8341812,walmart
-0.40513355,-0.42406493,0.44021305,wells fargo
0.6614375,-0.55015737,-1.0259458,apple
