date,industry_tone,becton_dickinson_diff,cerner_diff,microsoft_diff,nvidia_diff,paccar_diff,lam_research_diff,lockheed_martin_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,dollar_tree_diff,wells_fargo_diff,equifax_diff,mckesson_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,american_diff,expedia_diff,meta_platforms_diff,general_motors_diff,intuitive_surgical_diff,ford_motor_diff,conocophillips_diff,eaton_diff,bristol_myers_squibb_diff,northrop_grumman_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dollar_general_diff,constellation_brands_diff,ansys_diff,marvell_technology_diff,devon_diff,metlife_diff,blackrock_diff,marathon_petroleum_diff,intercontinental_exchange_diff,berkshire_hathaway_diff,comcast_diff,emerson_electric_diff,moderna_diff,union_pacific_diff,pepsico_diff,schlumberger_diff,medtronic_diff,pfizer_diff,electronic_arts_diff,prudential_financial_diff,republic_services_diff,palo_alto_networks_diff,cadence_design_systems_diff,fedex_diff,mastercard_diff,baker_hughes_diff,cummins_diff,marriott_diff,american_express_diff,vertex_diff,eli_lilly_diff,xcel_diff,philip_morris_diff,abbvie_diff,walmart_diff,exxon_mobil_diff,kroger_diff,arista_networks_diff,abbott_laboratories_diff,thermo_fisher_scientific_diff,us_bancorp_diff,occidental_petroleum_diff,dominion_diff,hess_diff,ebay_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,chevron_diff,prologis_diff,cisco_systems_diff,old_dominion_freight_line_diff,agilent_technologies_diff,illumina_diff,ross_stores_diff,boeing_diff,vmware_diff,honeywell_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,mcdonalds_diff,paypal_holdings_diff,united_parcel_service_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,synopsys_diff,halliburton_diff,eversource_diff,visa_diff,workday_diff,advanced_micro_devices_diff,caterpillar_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,charter_communications_diff,oracle_diff
2022-03-01,-0.0009077953007916265,,,,,,,,,-0.00019699799653472537,,,,,,0.0026412730906074447,-0.0012014096481237138,,,,,,,,,,-0.0025803507825361838,,,,,,0.0003091139198325018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004432741804170313,,,,,,,,,,,0.003504877988631792,,,,,,,,,,,,,-0.0007997716602270574,,,,,,,,,,,,,,,,,,-0.0018084800538829416,,,,0.0004432741804170313,,,,,,,,,,
2022-03-02,-0.0009077953007916265,,,,,,,,,-0.00019699799653472537,,,,,,0.0026412730906074447,-0.0012014096481237138,,,,,,,,,,-0.0025803507825361838,,,,,,0.0003091139198325018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004432741804170313,,,,,,,,,,,0.003504877988631792,,,,,,,,,,,,,-0.0007997716602270574,,,,,,,,,,,,,,,,,,-0.0018084800538829416,,,,0.0004432741804170313,,,,,,,,,,
2022-03-03,-0.003373680579533165,,,,,,,,,0.00034685412120767645,,,,,,,,,,,,,,,,,,0.00019576834075755133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019031554295957662,,,,,,,,,,
2022-03-04,-0.003373680579533165,,,,,,,,,0.00034685412120767645,,,,,,,,,,,,,,,,,,0.00019576834075755133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019031554295957662,,,,,,,,,,
2022-03-05,-0.0016451231166772398,,,,,,,,,0.00026410384743017867,,,,,,,,,,,,-0.0003777488220432278,,,,,-0.0003777488220432278,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006472418891602642,,,,,,,,,,,,,,,-0.02600974413995993,0.00020391710494927786,,,,,,,,,,,-0.013813705626470564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02600974413995993,,,,,,0.0001775382465148364,,,,,,,,,,
2022-03-06,-0.002065658570763307,,,0.0027983572649110597,,,,,,0.00036148035172760295,,0.0027983572649110597,,,,0.00023208662756644852,0.0027983572649110597,,,,,,,,,,-0.005487982488379658,,,0.0027983572649110597,,,,0.001658702884168019,,,,,,,,,,,,-0.0017762691548923195,,,,,,,,,,0.002008302174310496,,,,,,,,,,,,,,-0.0017762691548923195,-0.0018931141552298,,,,0.00036148035172760295,,,,,,0.0027983572649110597,-0.0020935431230508002,,,,,,-0.0021544599887441482,,,,,,,-0.0002029439700715406,,,,,,,-0.0017779620049303687,,,,,,,,,-0.0017762691548923195,,,,,,-0.0018931141552298,,,,,,,,,,-0.0037377833166945696
2022-03-07,-0.004142125249048735,,,,,,,,,0.002517970029979084,,,-0.0001515482806257011,,,-0.001003758711762481,,,,,,,,,,,0.0004966722832904728,,,,,,,,,,,-0.0001515482806257011,,,,,,,,,,,,,,,,,,,,,,,-0.0001515482806257011,,,-0.0032476136878962763,,,,,,,-0.000498615613393906,,,,-0.000498615613393906,,,,,,,0.003132670018388214,,,,,,,,,,,,,,,,,,,,0.0006708913642520416,,,,,,,,,,,,,0.003132670018388214,,-0.0004048764453917792,,,,,,,,,,
2022-03-08,-0.005322400530734075,,,,,,,,,0.001475549511382567,,,,,,,,,,,,,,,,,0.007147750998023794,,,,,,,,,,,-0.004834166618157525,,,,,,,,,,,,,,,,,,,,,,,-0.0001430772341505255,0.0037275914066032473,,,,,,,,,-0.005070809238883099,,,,,,,,,,,0.007147750998023794,,,,,,0.0037275914066032473,,,,,,,,,,,,,,0.017116244144367763,,,,,,,,,,,,,,,-0.005070809238883099,,,,,,,,,,
2022-03-09,-0.0019346913063448307,,,,,,,,,-0.0007307263557419911,,,,,,,,-0.00047843610678258283,,,,,,,,,0.0021106132767412674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004475754762079278,,,,,,,,,,,,,,,,0.00034081318411414985,-0.007560995139792899,,,,,,,,,,,,,,,,,,,,-0.0016112498019032178,,,,,,,,,,,,-0.00047843610678258283
2022-03-10,-0.001552201001014666,,,,,,,,,-0.0005054022180786147,,,-0.0009692300867272586,,,0.0014923129450208838,,,,-0.0006893506417879694,,,,,,,0.0002927890836595204,,0.0013777841202512787,,,,,-0.0017023716735931592,,,,-0.0009692300867272586,,,,,,,,,,,,,,,,,,,,,,,-0.0009692300867272586,,,,,,,,,,,,,,,,-0.0009692300867272586,,,,,,0.0005099009923288315,,,,,0.0034536228420135482,,-0.001548986310698952,,,,1.8543680042053257e-05,,,,,,,,,,,,,,,,,,,-0.0008466226158836052,,,,,,-0.0006893506417879694,,,,,,,,
