date,industry_tone,becton_dickinson_diff,cerner_diff,microsoft_diff,nvidia_diff,paccar_diff,lam_research_diff,lockheed_martin_diff,exelon_diff,twitter_diff,walt_disney_diff,alphabet_diff,yum_brands_diff,broadcom_diff,duke_diff,netflix_diff,apple_diff,charles_schwab_diff,fiserv_diff,micron_technology_diff,dollar_tree_diff,wells_fargo_diff,equifax_diff,mckesson_diff,baxter_diff,edwards_lifesciences_diff,goldman_sachs_diff,american_diff,expedia_diff,meta_platforms_diff,general_motors_diff,intuitive_surgical_diff,ford_motor_diff,conocophillips_diff,eaton_diff,bristol_myers_squibb_diff,northrop_grumman_diff,starbucks_diff,nike_diff,cognizant_technology_solutions_diff,qualcomm_diff,tesla_diff,johnson_controls_diff,aflac_diff,valero_diff,accenture_diff,dollar_general_diff,constellation_brands_diff,ansys_diff,marvell_technology_diff,devon_diff,metlife_diff,blackrock_diff,marathon_petroleum_diff,intercontinental_exchange_diff,berkshire_hathaway_diff,comcast_diff,emerson_electric_diff,moderna_diff,union_pacific_diff,pepsico_diff,schlumberger_diff,medtronic_diff,pfizer_diff,electronic_arts_diff,prudential_financial_diff,republic_services_diff,palo_alto_networks_diff,cadence_design_systems_diff,fedex_diff,mastercard_diff,baker_hughes_diff,cummins_diff,marriott_diff,american_express_diff,vertex_diff,eli_lilly_diff,xcel_diff,philip_morris_diff,abbvie_diff,walmart_diff,exxon_mobil_diff,kroger_diff,arista_networks_diff,abbott_laboratories_diff,thermo_fisher_scientific_diff,us_bancorp_diff,occidental_petroleum_diff,dominion_diff,hess_diff,ebay_diff,verizon_communications_diff,digital_realty_diff,citigroup_diff,chevron_diff,prologis_diff,cisco_systems_diff,old_dominion_freight_line_diff,agilent_technologies_diff,illumina_diff,ross_stores_diff,boeing_diff,vmware_diff,honeywell_diff,biogen_diff,dexcom_diff,intel_corporation_diff,anthem_diff,mcdonalds_diff,paypal_holdings_diff,united_parcel_service_diff,alexandria_real_estate_equities_diff,morgan_stanley_diff,synopsys_diff,halliburton_diff,eversource_diff,visa_diff,workday_diff,advanced_micro_devices_diff,caterpillar_diff,amgen_diff,simon_property_diff,archer_daniels_midland_diff,coca_cola_diff,norfolk_southern_diff,charter_communications_diff,oracle_diff
2022-03-01,-0.0011709699277967084,,,-0.0001431646036634572,,,,,,-0.0010244013438760326,,,,,,0.0005774083861459891,-0.000938235021118632,,,,-0.009795261155454664,,,,,,0.0009090803368103416,,,,,,0.0005722885468375837,,,,,0.007963788947689959,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002990292186832033,,0.0009903163865130837,,,,-0.006577631019254509,0.0007064488074221133,,,,,,0.0008074059638176539,,,0.0005018083719310873,0.005138173751504516,0.0009459464413536042,,,-0.004764505548833141,,,,,,,,,0.001613225811088224,-0.0005365970332219755,,,,,,,,,,,,,,,,,,0.0007689925710060421,,,,0.001590434246698251,0.027100096980519236,,,0.0010905425819200335,,,,,,
2022-03-02,-0.0011709699277967084,,,-0.0001431646036634572,,,,,,-0.0010244013438760326,,,,,,0.0005774083861459891,-0.000938235021118632,,,,-0.009795261155454664,,,,,,0.0009090803368103416,,,,,,0.0005722885468375837,,,,,0.007963788947689959,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002990292186832033,,0.0009903163865130837,,,,-0.006577631019254509,0.0007064488074221133,,,,,,0.0008074059638176539,,,0.0005018083719310873,0.005138173751504516,0.0009459464413536042,,,-0.004764505548833141,,,,,,,,,0.001613225811088224,-0.0005365970332219755,,,,,,,,,,,,,,,,,,0.0007689925710060421,,,,0.001590434246698251,0.027100096980519236,,,0.0010905425819200335,,,,,,
2022-03-03,-0.00252822682666466,,,,,,,,,6.0507391381828e-05,,,,0.0036411185645563995,,-0.0005079038530471955,,,,,,,0.008311916820880977,-0.008089094574821766,,,,-0.0006496854121109535,,,,,,,,0.000542878695869923,,,,,0.004816956850763636,,,,,,,,,,,,,,,0.007854255891566145,,,,,,,,-0.00017655877658927796,,,0.0003774579267829541,,,,,,,,,,0.0005781149674358688,,,,-0.01896687706633749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011679869546532867,,,,,-0.002748609182464271,,,,0.000542878695869923,,,,,,
2022-03-04,-0.00252822682666466,,,,,,,,,6.0507391381828e-05,,,,0.0036411185645563995,,-0.0005079038530471955,,,,,,,0.008311916820880977,-0.008089094574821766,,,,-0.0006496854121109535,,,,,,,,0.000542878695869923,,,,,0.004816956850763636,,,,,,,,,,,,,,,0.007854255891566145,,,,,,,,-0.00017655877658927796,,,0.0003774579267829541,,,,,,,,,,0.0005781149674358688,,,,-0.01896687706633749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011679869546532867,,,,,-0.002748609182464271,,,,0.000542878695869923,,,,,,
2022-03-05,-0.0015402020188913686,,,,,,,,,-7.280065738182002e-05,,,,,,,,,,,,-0.000482669919829099,,,,,-0.000482669919829099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009098781006041789,,,0.0016717473875735732,,,,,,-0.0261146652377458,0.00022745550781594218,,,,,,,,,,0.0017783974975838898,-0.026005325657143297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0261146652377458,,,,,,7.26171487289652e-05,,,,,,,,,,
2022-03-06,-0.0035204809981053842,,,-9.650538765483378e-05,,,,,,-0.0002641340670431224,,0.004253179692253137,,,,-0.00031233844052507703,0.004253179692253137,,,,,,,,,,,,,0.004253179692253137,,,,0.003113525311510096,,,,0.008115189425566424,,,,,,,,0.006077162629881871,,,,,,,,,,0.0034631246016525734,,,,,,,,,,,,,,,-0.004471265737434818,,,,0.0003478053686425289,,,,,,0.004253179692253137,-0.0028942986542135575,,,,,,-0.0010264500695110071,,,,,,,0.0012518784572705366,,,,,,,-0.0003244656434514305,,,,,,,,,,,0.004048702090325745,,,,-0.004471265737434818,,,,,,,,,,-0.0022829608893524924
2022-03-07,-0.0016880005945864663,,,0.0006384009040173184,,,,,,0.0011406214799183421,0.0026276029548675953,,,,,0.003200594589979926,,,,,,,,,,,0.000728880783007641,,0.001262499098523206,,,,,,,,-0.0006528644720989224,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011879521418358264,,,,,,,-0.005282351494287113,,,,-0.0037440533348449432,,,,,,0.000965020992062147,0.0006785453639259454,,,,,,,-0.0006528644720989224,,,,,-0.001601723335893444,-0.008920459264036392,,,,,,,-0.0026093145494998447,,,,,,,,,,,,,0.0006785453639259454,,-0.005282351494287113,,,,,,,,,,-0.0010242374574624714
2022-03-08,-0.000896180083723079,,,0.0025714376807545233,0.0025714376807545233,,,,,-0.0008665029135618596,,,0.0007570549913440176,,,0.0004211632897365863,,,,,,,,,,,0.0013644669462307235,,,,,,,,,,,-0.00011621509911495119,,,,,,,,,,,,,,,,,,,,,,,0.0007570549913440176,-0.000698629040407749,,0.12802559783098977,,,,,,,-0.003472447033880366,,,,-0.004560419304547892,,,,,,0.00034325552751415214,0.0027215305510127977,,,,,,-0.000698629040407749,,,,,,,,,,,,,,0.004919489685560492,,,,,,,,,,,,,,,-0.003472447033880366,,,,,,,,,0.0010367232831890148,
2022-03-09,-0.0007704700339839713,,,0.006512316611843425,,,,,,-0.00039337436488534085,,,,0.006222492238583491,,0.0013558687369434547,,-0.0016426573791434422,,,,,,-0.0030659380400643223,,,0.0009463920043804081,,,,,,,,-0.0030708657265044797,,,-0.0031625753068888823,,,,,,,,,,,,,,,0.0014407427679594257,,,,,,,,,,,-0.004344409071910211,,,,,,0.0020470037892909732,,,,,,,,-0.005639976034440138,,,-5.465446208064806e-05,,0.005498155359248725,,,,,,,,,,,,-0.008725216412153758,,,,,,,0.005426252515826428,,,,,,,-0.018116799946049478,,,,,,,,,,,0.006019779421717648,0.0014407427679594257,,,,,,-0.0016426573791434422
2022-03-10,-0.001112674637129218,,,0.0022726102598193826,-0.0020040465721586076,,,,,-0.0004573829270921783,,,-0.0014087564506127066,,,0.0021400760888703853,,,,-0.0011288770056734174,,,,,,,-0.00023895207106019458,,0.0009382577563658307,,,,,-0.002141898037478607,,,,-0.001032127291703648,,,0.003961402246749498,,,,,,,,,,,,0.001708325422578591,,,,,,,,-0.0014087564506127066,,,-0.0017449760374676645,,,,,,,,,,,,,-0.0014087564506127066,,,,0.002314056117257057,,,,,,,0.0030140964781281004,,,-0.000950457196994982,,,-0.00042098268384339475,,,,,,,,0.005966247368753419,,,,,-0.0020040465721586076,,-0.0009316880328084287,,,,-0.0012861489797690532,,,,,,-0.0011288770056734174,,,,,,,,
